customer_id,signup_date,customer_segment,city,age_group
CUST-01224,2023-08-31,Returning Customer,Alexandria,45-54
CUST-01225,02-05-2025,Occasional Buyer,Zagazig,25-34
CUST-01226,04-05-2023,Returning Customer,Port Said,35-44
CUST-01227,2023-11-01,New Customer,Zagazig,35-44
CUST-01228,09-16-2023,Occasional Buyer,Hurghada,18-24
CUST-01229,2025-08-21,Returning Customer,Port Said,55+
CUST-01230,02-05-2025,Occasional Buyer,Luxor,35-44
CUST-01231,12-12-2025,Occasional Buyer,Luxor,55+
CUST-01232,04-01-2025,New Customer,Port Said,25-34
CUST-01233,14/07/2025,Returning Customer,Mansoura,45-54
CUST-01234,18/11/2023,New Customer,Zagazig,18-24
CUST-01235,08-27-2024,VIP,Luxor,18-24
CUST-01236,08-10-2025,VIP,Hurghada,45-54
CUST-01237,04/06/2025,Occasional Buyer,Aswan,45-54
CUST-01238,20/02/2023,Returning Customer,Alexandria,18-24
CUST-01239,05/01/2025,New Customer,Giza,25-34
CUST-01240,2023-07-21,VIP,giza,35-44
CUST-01241,07/02/2024,VIP,Zagazig,35-44
CUST-01242,2024-01-26,VIP,PORT SAID,35-44
CUST-01243,10/12/2024,New Customer,Aswan,55+
CUST-01244,2023-11-02,Returning Customer,Aswan,25-34
CUST-01245,08-29-2025,Occasional Buyer,Mansoura,45-54
CUST-01246,28/11/2024,Returning Customer,Giza,45-54
CUST-01247,05/03/2024,New Customer,Luxor,55+
CUST-01248,09-20-2023,New Customer,Tanta,35-44
CUST-01249,26/11/2024,Occasional Buyer,Mansoura,45-54
CUST-01250,09-05-2024,New Customer,Zagazig,18-24
CUST-01251,12/10/2023,Occasional Buyer,Alexandria,25-34
CUST-01252,03-11-2025,Occasional Buyer,Giza,18-24
CUST-01253,04/11/2024,VIP,Port Said,55+
CUST-01254,12-30-2023,Occasional Buyer,cairo,18-24
CUST-01255,2025-03-01,Returning Customer,Tanta,55+
CUST-01256,2023-05-24,VIP,Luxor,25-34
CUST-01257,31/10/2024,Returning Customer,Aswan,25-34
CUST-01258,05-06-2025,New Customer,Luxor,25-34
CUST-01259,24/09/2023,Occasional Buyer,Mansoura,45-54
CUST-01260,11-22-2023,VIP,Port Said,55+
CUST-01261,2025-07-28,New Customer,Tanta,45-54
CUST-01262,05-12-2023,Returning Customer,Aswan,55+
CUST-01263,02/10/2025,New Customer,Luxor,35-44
CUST-01264,07-23-2025,VIP,Zagazig,25-34
CUST-01265,2025-04-30,Occasional Buyer,Mansoura,25-34
CUST-01266,07-15-2023,New Customer,Aswan,25-34
CUST-01267,14/07/2024,New Customer,Hurghada,25-34
CUST-01268,10-07-2025,New Customer,Aswan,18-24
CUST-01269,04/08/2023,Occasional Buyer,Hurghada,35-44
CUST-01270,2024-02-29,Occasional Buyer,Hurghada ,45-54
CUST-01271,2024-12-04,Occasional Buyer,ASWAN,18-24
CUST-01272,10-07-2023,Occasional Buyer,Zagazig,18-24
CUST-01273,06-19-2023,Returning Customer,Hurghada,45-54
CUST-01274,15/10/2023,Returning Customer,Luxor,18-24
CUST-01275,25/07/2023,New Customer,Alexandria,45-54
CUST-01276,12-11-2023,New Customer,Giza,25-34
CUST-01277,2025-06-21,Returning Customer,Zagazig,55+
CUST-01278,03-18-2024,New Customer,Luxor,55+
CUST-01279,07-30-2023,VIP,Aswan,55+
CUST-01280,10/01/2023,Returning Customer,Cairo,35-44
CUST-01281,2024-05-03,New Customer,Mansoura,18-24
CUST-01282,11-21-2024,New Customer,Mansoura,18-24
CUST-01283,2023-12-10,Occasional Buyer,Alexandria,35-44
CUST-01284,10-22-2024,Returning Customer,Hurghada,55+
CUST-01285,2025-03-20,Returning Customer,Aswan,35-44
CUST-01286,2024-10-24,Occasional Buyer,Alexandria,18-24
CUST-01287,08/03/2025,Returning Customer,MANSOURA,55+
CUST-01288,2025-01-25,Returning Customer,Cairo,55+
CUST-01289,10-20-2025,Returning Customer,Giza,18-24
CUST-01290,10-26-2024,Returning Customer,Aswan,35-44
CUST-01291,14/09/2025,New Customer,Giza,55+
CUST-01292,07-08-2025,Returning Customer,Aswan,18-24
CUST-01293,04-21-2024,New Customer,Cairo,45-54
CUST-01294,2024-05-13,New Customer,Port Said,45-54
CUST-01295,2024-08-30,Occasional Buyer,Mansoura,18-24
CUST-01296,02/05/2024,VIP,Port Said,35-44
CUST-01297,23/03/2023,VIP,Hurghada,25-34
CUST-01298,2024-11-09,Returning Customer,Zagazig,25-34
CUST-01299,31/03/2024,VIP,Port Said,18-24
CUST-01300,2023-05-13,Returning Customer,luxor,25-34
CUST-01301,2023-09-15,Returning Customer,Giza,18-24
CUST-01302,22/05/2025,Returning Customer,Luxor,25-34
CUST-01303,05-18-2025,Returning Customer,Alexandria,55+
CUST-01304,07/07/2025,Occasional Buyer,MANSOURA,45-54
CUST-01305,12/02/2025,Occasional Buyer,Alexandria,55+
CUST-01306,06/06/2025,New Customer,Alexandria,45-54
CUST-01307,06-20-2023,Returning Customer,Tanta,25-34
CUST-01308,10/06/2024,VIP,Aswan,45-54
CUST-01309,11/09/2025,Returning Customer,Giza,25-34
CUST-01310,2023-11-13,New Customer,Mansoura,35-44
CUST-01311,03/10/2025,Occasional Buyer,Aswan,35-44
CUST-01312,25/02/2025,New Customer,Luxor,18-24
CUST-01313,09-12-2023,Returning Customer,Aswan,45-54
CUST-01314,06-06-2024,Occasional Buyer,Zagazig,35-44
CUST-01315,29/04/2023,Returning Customer,Aswan,18-24
CUST-01316,01-10-2025,Returning Customer,Cairo,45-54
CUST-01317,2023-10-29,Returning Customer,Tanta,45-54
CUST-01318,2025-03-25,Returning Customer,Port Said,25-34
CUST-01319,05-24-2025,VIP,Tanta,55+
CUST-01320,22/02/2025,Occasional Buyer,Port Said,18-24
CUST-01321,12/08/2023,Returning Customer,Port Said,25-34
CUST-01322,2025-03-26,Returning Customer,Tanta,18-24
CUST-01323,07-18-2023,Occasional Buyer,Giza,35-44
CUST-01324,2025-06-01,VIP,Alexandria,25-34
CUST-01325,2024-02-10,New Customer,Luxor,25-34
CUST-01326,2024-01-16,Returning Customer,Mansoura,25-34
CUST-01327,15/06/2024,New Customer,Aswan,25-34
CUST-01328,2023-06-13,Occasional Buyer,Tanta,18-24
CUST-01329,12-01-2024,Returning Customer,Cairo,18-24
CUST-01330,20/01/2023,New Customer,Cairo,18-24
CUST-01331,07-18-2023,New Customer,Mansoura,55+
CUST-01332,28/06/2024,VIP,Luxor,35-44
CUST-01333,29/01/2025,Returning Customer,Zagazig,45-54
CUST-01334,2025-02-14,VIP,Port Said,18-24
CUST-01335,01-07-2023,Occasional Buyer,Luxor,25-34
CUST-01336,2023-02-22,VIP,Port Said,25-34
CUST-01337,01-24-2025,Occasional Buyer,Luxor,25-34
CUST-01338,2023-01-07,VIP,Zagazig,35-44
CUST-01339,06-28-2025,Occasional Buyer,Mansoura,55+
CUST-01340,16/06/2023,Occasional Buyer,Zagazig,18-24
CUST-01341,02-27-2025,Returning Customer,Tanta,55+
CUST-01342,2025-10-30,Occasional Buyer,Cairo,35-44
CUST-01343,14/08/2025,New Customer,Alexandria,55+
CUST-01344,2024-05-08,Returning Customer,Mansoura,18-24
CUST-01345,08-05-2023,New Customer,Aswan,35-44
CUST-01346,2025-02-24,VIP,Tanta,18-24
CUST-01347,10-06-2023,Occasional Buyer,HURGHADA,25-34
CUST-01348,13/05/2023,Occasional Buyer,Zagazig,55+
CUST-01349,2025-06-13,VIP,Mansoura,18-24
CUST-01350,07-02-2023,Returning Customer,Zagazig,18-24
CUST-01351,23/01/2025,Occasional Buyer,Alexandria,18-24
CUST-01352,09-28-2024,Returning Customer,Cairo,45-54
CUST-01353,10-16-2024,Returning Customer,Zagazig,55+
CUST-01354,30/03/2024,New Customer,Giza,45-54
CUST-01355,09/10/2024,Returning Customer,Alexandria,45-54
CUST-01356,29/10/2023,Returning Customer,Port Said,18-24
CUST-01357,10-17-2024,New Customer,Tanta,55+
CUST-01358,06/09/2025,VIP,Mansoura,45-54
CUST-01359,2023-05-01,Returning Customer,Zagazig,25-34
CUST-01360,18/04/2023,Occasional Buyer,Alexandria,25-34
CUST-01361,14/02/2023,VIP,Hurghada,45-54
CUST-01362,14/12/2024,New Customer,Aswan,35-44
CUST-01363,08-01-2024,Occasional Buyer,MANSOURA,55+
CUST-01364,21/04/2023,Returning Customer,Tanta,45-54
CUST-01365,2025-09-15,Returning Customer,Tanta,25-34
CUST-01366,01-19-2023,New Customer,Zagazig,25-34
CUST-01367,02-10-2025,Returning Customer,Aswan,18-24
CUST-01368,2024-12-29,New Customer, Luxor,35-44
CUST-01369,06-07-2025,Occasional Buyer,Alexandria,18-24
CUST-01370,08/05/2024,VIP,Aswan,25-34
CUST-01371,07/02/2025,Occasional Buyer,Giza,45-54
CUST-01372,2025-01-22,New Customer,Cairo ,55+
CUST-01373,04-05-2024,Occasional Buyer,Cairo,18-24
CUST-01374,06/01/2024,Occasional Buyer,Aswan,25-34
CUST-01375,2023-07-23,Returning Customer,Zagazig,18-24
CUST-01376,03-17-2025,Occasional Buyer, Hurghada,55+
CUST-01377,09-12-2023,New Customer,Mansoura,55+
CUST-01378,01-04-2024,Occasional Buyer,Cairo,18-24
CUST-01379,03-22-2023,Returning Customer,Alexandria,18-24
CUST-01380,2024-06-09,New Customer,Cairo,35-44
CUST-01381,12-18-2023,New Customer,Aswan,18-24
CUST-01382,11-29-2025,Occasional Buyer,Tanta,45-54
CUST-01383,02/10/2024,Returning Customer,Hurghada,18-24
CUST-01384,2024-04-30,Returning Customer,Cairo,25-34
CUST-01385,10-02-2023,Returning Customer,Port Said,35-44
CUST-01386,21/09/2023,New Customer,Port Said,35-44
CUST-01387,20/02/2025,Occasional Buyer,ALEXANDRIA,45-54
CUST-01388,2023-10-21,New Customer,Hurghada,35-44
CUST-01389,01-30-2024,Returning Customer,Zagazig,25-34
CUST-01390,09/10/2024,New Customer,Aswan,25-34
CUST-01391,2023-06-08,New Customer,Tanta,45-54
CUST-01392,05-16-2023,New Customer,Zagazig,35-44
CUST-01393,2024-07-13,VIP,Alexandria ,25-34
CUST-01394,2025-02-14,Returning Customer,Giza,35-44
CUST-01395,09-29-2025,VIP,Giza,35-44
CUST-01396,2024-07-09,New Customer,Port Said,45-54
CUST-01397,01-06-2024,Occasional Buyer,Zagazig,25-34
CUST-01398,06-14-2024,Returning Customer,Cairo,25-34
CUST-01399,02-14-2025,VIP,PORT SAID,25-34
CUST-01400,2025-05-06,Occasional Buyer,Luxor,45-54
CUST-01401,25/10/2025,Occasional Buyer,Tanta,25-34
CUST-01402,17/09/2024,Occasional Buyer,Giza,18-24
CUST-01403,06-12-2023,Returning Customer,Giza,25-34
CUST-01404,04-28-2023,VIP,Giza,45-54
CUST-01405,01-22-2023,Returning Customer,Aswan,55+
CUST-01406,26/12/2025,New Customer,Giza,18-24
CUST-01407,05-20-2025,VIP,Hurghada,55+
CUST-01408,28/03/2023,Returning Customer,Port Said,55+
CUST-01409,2024-04-05,VIP,Alexandria,55+
CUST-01410,24/12/2024,Occasional Buyer,Cairo,35-44
CUST-01411,08-20-2023,Returning Customer,Zagazig,18-24
CUST-01412,17/08/2024,VIP,Tanta,18-24
CUST-01413,17/03/2025,New Customer,Mansoura,55+
CUST-01414,26/09/2025,New Customer,Cairo,35-44
CUST-01415,2024-09-03,New Customer,Zagazig,25-34
CUST-01416,2025-04-03,New Customer,Zagazig,25-34
CUST-01417,06-23-2023,Returning Customer,Hurghada,45-54
CUST-01418,01-15-2023,VIP,Alexandria,45-54
CUST-01419,05/02/2025,Occasional Buyer,Tanta,55+
CUST-01420,05/07/2024,Occasional Buyer,Giza,35-44
CUST-01421,07/06/2025,Returning Customer,CAIRO,18-24
CUST-01422,01/10/2023,VIP,Aswan,25-34
CUST-01423,02-12-2024,VIP,Luxor ,55+
CUST-01424,11/10/2025,Occasional Buyer,Alexandria,45-54
CUST-01425,2023-09-27,New Customer,Giza,35-44
CUST-01426,10-21-2025,Returning Customer,CAIRO,45-54
CUST-01427,17/01/2023,VIP,Aswan,18-24
CUST-01428,05-28-2025,Returning Customer,Mansoura,25-34
CUST-01429,2024-05-25,VIP,Tanta,25-34
CUST-01430,28/05/2025,New Customer,Mansoura,55+
CUST-01431,01-07-2024,Returning Customer,Mansoura,25-34
CUST-01432,01/04/2025,Returning Customer,Cairo,45-54
CUST-01433,2023-02-06,New Customer,Port Said,45-54
CUST-01434,14/04/2025,Returning Customer,Hurghada,45-54
CUST-01435,09-08-2025,Occasional Buyer,Cairo,35-44
CUST-01436,14/08/2023,VIP,Tanta,45-54
CUST-01437,2024-05-20,Returning Customer,Zagazig,35-44
CUST-01438,10/03/2024,VIP,Tanta,18-24
CUST-01439,01/06/2025,Occasional Buyer,Alexandria,35-44
CUST-01440,08-17-2023,New Customer,Giza,25-34
CUST-01441,11-09-2024,VIP,Zagazig,55+
CUST-01442,19/12/2025,Returning Customer,Port Said,25-34
CUST-01443,2025-02-25,Returning Customer,Giza,55+
CUST-01444,09-04-2023,Returning Customer,Cairo,45-54
CUST-01445,07-22-2023,VIP,Giza,45-54
CUST-01446,02-18-2024,Returning Customer,hurghada,45-54
CUST-01447,01/06/2024,VIP,Hurghada,18-24
CUST-01448,12/06/2025,Occasional Buyer,Giza,55+
CUST-01449,02-14-2023,VIP,Alexandria,25-34
CUST-01450,08-16-2024,New Customer,Cairo,25-34
CUST-01451,03-25-2025,New Customer,Luxor,55+
CUST-01452,25/02/2025,Occasional Buyer,Hurghada,25-34
CUST-01453,2024-01-12,Returning Customer,Cairo,18-24
CUST-01454,11-16-2025,VIP,Luxor,25-34
CUST-01455,08-29-2024,New Customer,Tanta,18-24
CUST-01456,28/12/2025,New Customer,Mansoura,35-44
CUST-01457,2023-09-30,Returning Customer,Tanta,25-34
CUST-01458,2025-12-30,VIP,Giza,35-44
CUST-01459,10-26-2024,VIP,Giza,45-54
CUST-01460,2024-08-26,New Customer,Zagazig,25-34
CUST-01461,26/07/2024,New Customer,Alexandria,55+
CUST-01462,08-06-2023,VIP,Aswan,55+
CUST-01463,2024-02-27,VIP,Luxor,55+
CUST-01464,20/03/2025,Returning Customer,Alexandria,45-54
CUST-01465,24/01/2025,New Customer,Alexandria,45-54
CUST-01466,2024-01-14,Occasional Buyer,Alexandria,25-34
CUST-01467,31/07/2024,Returning Customer,Cairo,45-54
CUST-01468,2024-01-20,New Customer,Giza,45-54
CUST-01469,04-04-2025,Returning Customer,Giza,18-24
CUST-01470,24/07/2023,New Customer,Aswan,18-24
CUST-01471,2023-09-28,VIP,Mansoura,55+
CUST-01472,2023-01-28,VIP,Cairo,18-24
CUST-01473,19/02/2024,Occasional Buyer,Alexandria,35-44
CUST-01474,2024-11-10,Returning Customer,LUXOR,55+
CUST-01475,2023-09-10,New Customer,Cairo,18-24
CUST-01476,2025-11-13,New Customer,Aswan,18-24
CUST-01477,09/04/2024,Returning Customer,Aswan,35-44
CUST-01478,04-07-2024,New Customer,Aswan,18-24
CUST-01479,04/04/2024,VIP,GIZA,18-24
CUST-01480,2025-01-08,Returning Customer,Giza,55+
CUST-01481,2024-11-16,Occasional Buyer,Port Said,35-44
CUST-01482,2024-08-10,VIP,Zagazig,35-44
CUST-01483,2024-06-27,Returning Customer,Giza,25-34
CUST-01484,17/10/2024,Occasional Buyer,Alexandria,45-54
CUST-01485,05-18-2023,Occasional Buyer,Giza,35-44
CUST-01486,24/10/2023,Returning Customer,Giza,45-54
CUST-01487,23/12/2024,Occasional Buyer,Zagazig,45-54
CUST-01488,11-13-2024,Returning Customer,Alexandria,55+
CUST-01489,10-15-2025,Occasional Buyer,Hurghada,25-34
CUST-01490,02-26-2025,Occasional Buyer,Giza,25-34
CUST-01491,28/06/2023,New Customer,Mansoura,18-24
CUST-01492,12/01/2025,Returning Customer,Hurghada,18-24
CUST-01493,2024-12-16,VIP,Zagazig,55+
CUST-01494,2025-05-12,Returning Customer,mansoura,18-24
CUST-01495,10-21-2023,New Customer,Aswan,45-54
CUST-01496,01-31-2025,New Customer,Cairo,18-24
CUST-01497,2025-09-03,New Customer,Port Said,25-34
CUST-01498,2023-06-11,New Customer,Mansoura,45-54
CUST-01499,03/11/2023,Returning Customer,Alexandria,35-44
CUST-01500,08-20-2025,VIP,Aswan,18-24
CUST-01501,2024-08-10,New Customer,Giza,18-24
CUST-01502,2023-12-22,New Customer,Hurghada,45-54
CUST-01503,07-19-2025,VIP,Hurghada,55+
CUST-01504,18/09/2024,Returning Customer,Mansoura,18-24
CUST-01505,2025-12-04,Returning Customer,Aswan,18-24
CUST-01506,2024-03-24,New Customer,Aswan,45-54
CUST-01507,09-04-2025,Occasional Buyer,Zagazig,25-34
CUST-01508,04-22-2023,Occasional Buyer,Zagazig,18-24
CUST-01509,02/08/2023,VIP,GIZA,25-34
CUST-01510,2023-08-07,New Customer,Giza,35-44
CUST-01511,2024-01-20,New Customer,Hurghada,18-24
CUST-01512,02/04/2023,New Customer,Port Said,35-44
CUST-01513,18/01/2023,Occasional Buyer,Zagazig,35-44
CUST-01514,2025-03-11,New Customer,Zagazig,55+
CUST-01515,2023-07-26,New Customer,Hurghada,45-54
CUST-01516,2025-09-03,VIP,Port Said,45-54
CUST-01517,06-11-2023,Returning Customer,Giza,25-34
CUST-01518,11-26-2023,VIP,Hurghada,25-34
CUST-01519,25/11/2024,Occasional Buyer,Tanta ,25-34
CUST-01520,03-03-2024,New Customer,Port Said,55+
CUST-01521,2025-10-15,Returning Customer,Giza,35-44
CUST-01522,2023-06-28,Occasional Buyer,Luxor,35-44
CUST-01523,27/11/2023,VIP,Giza,18-24
CUST-01524,02/01/2024,Occasional Buyer,Luxor,45-54
CUST-01525,10-15-2023,Occasional Buyer,GIZA,45-54
CUST-01526,04-17-2025,Returning Customer,Port Said,55+
CUST-01527,2024-10-04,Occasional Buyer,Zagazig,35-44
CUST-01528,03-29-2023,New Customer,Port Said,25-34
CUST-01529,2023-01-17,VIP,Alexandria,55+
CUST-01530,2025-03-28,Occasional Buyer,Giza,18-24
CUST-01531,15/12/2024,Occasional Buyer,luxor,18-24
CUST-01532,2025-03-23,Occasional Buyer,Aswan,35-44
CUST-01533,02/12/2024,Returning Customer,Port Said,45-54
CUST-01534,23/08/2023,New Customer,Tanta,45-54
CUST-01535,26/10/2023,New Customer,Mansoura,45-54
CUST-01536,08/05/2023,Occasional Buyer,Zagazig,25-34
CUST-01537,16/02/2023,VIP,Aswan,18-24
CUST-01538,18/10/2023,Occasional Buyer,Giza ,45-54
CUST-01539,12-10-2025,VIP,Mansoura,18-24
CUST-01540,09/07/2023,VIP,Aswan,35-44
CUST-01541,08/05/2025,Returning Customer,Luxor,45-54
CUST-01542,27/12/2024,New Customer,Port Said,55+
CUST-01543,02-11-2024,Returning Customer,Giza,35-44
CUST-01544,30/01/2023,Returning Customer,Alexandria,35-44
CUST-01545,21/08/2023,New Customer,Aswan,25-34
CUST-01546,2025-07-09,New Customer,Port Said,25-34
CUST-01547,2025-05-10,Occasional Buyer,Hurghada,25-34
CUST-01548,2024-01-27,VIP,Port Said,18-24
CUST-01549,09-10-2024,New Customer,Tanta,45-54
CUST-01550,27/04/2025,VIP,Aswan,45-54
CUST-01551,2025-12-07,Returning Customer,Zagazig,35-44
CUST-01552,12-29-2023,Returning Customer,Hurghada,45-54
CUST-01553,08-06-2024,VIP,Aswan,18-24
CUST-01554,2023-06-29,New Customer,Giza,45-54
CUST-01555,08-01-2023,New Customer,Luxor,55+
CUST-01556,08/03/2023,Returning Customer,Tanta,45-54
CUST-01557,2025-02-19,Occasional Buyer,Giza,35-44
CUST-01558,08-08-2025,Occasional Buyer,ASWAN,25-34
CUST-01559,05/11/2025,VIP,Tanta,45-54
CUST-01560,09/05/2024,New Customer,cairo,35-44
CUST-01561,28/11/2025,VIP,Port Said,55+
CUST-01562,05-30-2025,Occasional Buyer,Mansoura,45-54
CUST-01563,16/04/2023,Returning Customer,Port Said,45-54
CUST-01564,22/12/2023,Returning Customer,Aswan,18-24
CUST-01565,2023-09-16,Occasional Buyer,Hurghada,35-44
CUST-01566,2023-11-22,New Customer,Zagazig ,18-24
CUST-01567,11-10-2023,New Customer,Cairo,18-24
CUST-01568,09-25-2023,VIP,Luxor,25-34
CUST-01569,08-31-2024,Returning Customer,Mansoura,45-54
CUST-01570,17/06/2024,New Customer,Cairo,18-24
CUST-01571,31/07/2023,New Customer,GIZA,35-44
CUST-01572,2024-01-05,Occasional Buyer,Giza,25-34
CUST-01573,11/03/2025,New Customer,Giza,45-54
CUST-01574,06-06-2023,Occasional Buyer,Mansoura,35-44
CUST-01575,2025-07-12,VIP,alexandria,55+
CUST-01576,06/03/2023,VIP,Giza,55+
CUST-01577,01-11-2023,VIP,Alexandria,25-34
CUST-01578,2023-03-02,Returning Customer,Hurghada,35-44
CUST-01579,2023-08-24,VIP,Mansoura,18-24
CUST-01580,17/09/2023,Occasional Buyer,Tanta,18-24
CUST-01581,12-14-2024,VIP,Hurghada,45-54
CUST-01582,12/06/2025,Returning Customer,Hurghada,25-34
CUST-01583,2024-07-29,VIP,Aswan,25-34
CUST-01584,26/09/2025,Occasional Buyer,Aswan,35-44
CUST-01585,2024-10-14,Occasional Buyer,Port Said,55+
CUST-01586,12-23-2024,New Customer,Zagazig,18-24
CUST-01587,11-13-2025,Occasional Buyer,Tanta,55+
CUST-01588,2024-12-22,New Customer,Aswan,35-44
CUST-01589,29/05/2025,Returning Customer,ALEXANDRIA,35-44
CUST-01590,2023-10-25,New Customer,Zagazig,18-24
CUST-01591,04/11/2024,VIP,Mansoura,55+
CUST-01592,16/05/2023,Returning Customer,Aswan,18-24
CUST-01593,07-23-2024,New Customer,Port Said,45-54
CUST-01594,10/06/2025,Returning Customer,Zagazig,45-54
CUST-01595,18/10/2025,Occasional Buyer,Cairo ,25-34
CUST-01596,31/10/2024,Returning Customer,Port Said,35-44
CUST-01597,2023-02-06,Occasional Buyer,Port Said,45-54
CUST-01598,03-17-2023,New Customer,Hurghada,18-24
CUST-01599,2023-05-23,Occasional Buyer,Luxor,35-44
CUST-01600,11/10/2024,New Customer,Zagazig,35-44
CUST-01601,2025-10-08,Occasional Buyer,Port Said,45-54
CUST-01602,07/10/2025,New Customer,Giza,18-24
CUST-01603,12/10/2023,Occasional Buyer,Giza,18-24
CUST-01604,01-27-2024,New Customer,Zagazig,18-24
CUST-01605,2024-06-15,New Customer,Cairo,18-24
CUST-01606,06-24-2024,Occasional Buyer,Zagazig,25-34
CUST-01607,10/10/2023,New Customer,Port Said,25-34
CUST-01608,04-26-2025,New Customer,Luxor,25-34
CUST-01609,05/09/2025,VIP,Luxor,45-54
CUST-01610,07/04/2024,VIP,Giza,35-44
CUST-01611,05-11-2024,New Customer,Mansoura ,18-24
CUST-01612,03-11-2024,Returning Customer,Cairo,45-54
CUST-01613,2024-01-20,VIP,Luxor,55+
CUST-01614,16/12/2025,VIP,Hurghada,25-34
CUST-01615,2025-10-30,Returning Customer,Giza,45-54
CUST-01616,07-15-2025,Returning Customer,Port Said,25-34
CUST-01617,21/05/2023,Returning Customer,Tanta,55+
CUST-01618,29/07/2023,New Customer,Alexandria,25-34
CUST-01619,2023-02-03,VIP, Luxor,45-54
CUST-01620,2024-12-21,New Customer,Tanta,25-34
CUST-01621,11-05-2023,Occasional Buyer,Aswan,18-24
CUST-01622,22/06/2025,New Customer,Tanta ,45-54
CUST-01623,2024-02-02,Occasional Buyer,Tanta,35-44
CUST-01624,20/12/2025,Occasional Buyer,Port Said,25-34
CUST-01625,2023-08-16,New Customer,Mansoura,55+
CUST-01626,2024-06-29,New Customer,Mansoura,55+
CUST-01627,08/04/2025,New Customer,Aswan,35-44
CUST-01628,2025-10-11,Returning Customer,Mansoura,35-44
CUST-01629,2024-08-12,Returning Customer,Cairo,55+
CUST-01630,09-03-2025,Returning Customer,Tanta,18-24
CUST-01631,08/12/2023,Occasional Buyer,Alexandria,18-24
CUST-01632,29/08/2025,New Customer,Aswan,35-44
CUST-01633,06-07-2023,New Customer,Alexandria,45-54
CUST-01634,2023-01-03,Occasional Buyer,Luxor,55+
CUST-01635,08-18-2024,Returning Customer,Mansoura,18-24
CUST-01636,07-24-2023,VIP,Tanta,35-44
CUST-01637,11/06/2024,VIP,Luxor,35-44
CUST-01638,09-08-2024,Occasional Buyer, Zagazig,18-24
CUST-01639,2023-10-30,Returning Customer,Aswan,18-24
CUST-01640,05-15-2024,Occasional Buyer,Port Said,18-24
CUST-01641,02-01-2024,New Customer,Aswan,55+
CUST-01642,2025-07-09,VIP,Hurghada,35-44
CUST-01643,11-09-2024,Occasional Buyer,Aswan,35-44
CUST-01644,2024-09-25,VIP,Mansoura,18-24
CUST-01645,06-06-2025,VIP,Luxor,18-24
CUST-01646,18/10/2025,Returning Customer,Alexandria,35-44
CUST-01647,30/11/2023,VIP,TANTA,18-24
CUST-01648,2025-07-18,VIP,Cairo,18-24
CUST-01649,19/04/2023,New Customer,Luxor,18-24
CUST-01650,2023-04-13,VIP,Tanta,55+
CUST-01651,11-14-2023,VIP,Giza,25-34
CUST-01652,2025-06-03,VIP,Port Said,45-54
CUST-01653,12-27-2024,Occasional Buyer,Mansoura,18-24
CUST-01654,06-19-2024,VIP,Tanta,45-54
CUST-01655,2024-10-22,Returning Customer,Port Said,45-54
CUST-01656,13/02/2024,New Customer,Tanta,45-54
CUST-01657,11/01/2024,New Customer,Aswan,45-54
CUST-01658,10-03-2024,VIP,Hurghada,45-54
CUST-01659,13/08/2025,Occasional Buyer, Aswan,18-24
CUST-01660,2025-05-12,VIP,Giza,55+
CUST-01661,2025-11-14,VIP,Zagazig ,25-34
CUST-01662,05/04/2025,Occasional Buyer,Cairo,18-24
CUST-01663,04-23-2023,New Customer,Tanta,18-24
CUST-01664,18/08/2024,VIP,Port Said,18-24
CUST-01665,11-12-2025,Returning Customer,Cairo,55+
CUST-01666,2025-10-11,Returning Customer,Alexandria,35-44
CUST-01667,01-14-2023,Returning Customer,Luxor,25-34
CUST-01668,2023-09-05,Returning Customer,Hurghada,45-54
CUST-01669,20/02/2023,Occasional Buyer,Hurghada,35-44
CUST-01670,2025-04-08,Returning Customer,Luxor,55+
CUST-01671,06-17-2024,Occasional Buyer,Port Said,55+
CUST-01672,2023-09-10,New Customer,Aswan,25-34
CUST-01673,12-16-2023,Returning Customer,Hurghada,35-44
CUST-01674,08-15-2024,Occasional Buyer,Giza,35-44
CUST-01675,03-12-2025,New Customer,Aswan,45-54
CUST-01676,31/10/2023,Occasional Buyer,Cairo,45-54
CUST-01677,23/01/2023,New Customer,Port Said,55+
CUST-01678,29/06/2025,Returning Customer,Cairo,45-54
CUST-01679,2024-07-21,VIP,Cairo,55+
CUST-01680,03-07-2024,Occasional Buyer,Zagazig,25-34
CUST-01681,11-07-2023,VIP,Zagazig,25-34
CUST-01682,24/07/2024,New Customer,Tanta,45-54
CUST-01683,02-10-2025,Returning Customer,Luxor,55+
CUST-01684,2025-12-12,VIP,Tanta,55+
CUST-01685,12-13-2024,Occasional Buyer,Port Said,25-34
CUST-01686,04-19-2024,New Customer,Giza,45-54
CUST-01687,10-24-2024,Returning Customer,mansoura,45-54
CUST-01688,2025-05-10,VIP,Giza,45-54
CUST-01689,02-05-2025,New Customer,Port Said,35-44
CUST-01690,09/08/2023,Returning Customer,Luxor,55+
CUST-01691,14/02/2024,Occasional Buyer,Mansoura,35-44
CUST-01692,04-06-2024,Returning Customer,Mansoura,55+
CUST-01693,01-29-2024,New Customer,Giza,18-24
CUST-01694,2024-02-21,New Customer,Cairo,45-54
CUST-01695,2023-05-28,Occasional Buyer,Zagazig,25-34
CUST-01696,28/08/2025,VIP,Hurghada,55+
CUST-01697,10/10/2023,Occasional Buyer,Giza,18-24
CUST-01698,06-10-2023,VIP,Alexandria ,25-34
