date,channel,campaign_name,spend,clicks,impressions,conversions,attributed_revenue
2025-03-30,Google Ads,Summer Deals - Google Ads,398.67,1456,80744,76,5842.19
2025-03-30,Meta Ads,Holiday Campaign - Meta Ads,161.37,2052,25129,194,26521.31
2025-03-30,Email,Flash Promo - Email,1621.01,3791,19341,275,45191.47
03-30-2025,TikTok Ads,Back to School - TikTok Ads,452.76,2839,28483,253,34169.21
2025-03-31,Google Ads,Winter Sale - Google Ads,494.58,5177,76969,31,2019.99
2025-03-31,Meta Ads,Winter Sale - Meta Ads,660.26,5746,32373,602,35882.99
03-31-2025,Email,Back to School - Email,2038.81,3878,22542,27,3753.32
2025-03-31,TikTok Ads,Winter Sale - TikTok Ads,1442.21,4884,14919,306,28696.96
2025-03-31,Affiliate,Summer Deals - Affiliate,1228.85,1193,28028,18,2898.6
2025-04-01,Google Ads,Flash Promo - Google Ads,2065.63,4934,31469,479,36795.53
2025-04-01,Meta Ads,Holiday Campaign - Meta Ads,567.07,367,47142,15,692.14
01/04/2025,Email,Winter Sale - Email,993.44,1022,27356,20,1281.75
04-01-2025,TikTok Ads,Summer Deals - TikTok Ads,638.88,1357,87432,121,9120.59
01/04/2025,Affiliate,Holiday Campaign - Affiliate,287.36,4861,89613,0,0.0
02/04/2025,Google Ads,Summer Deals - Google Ads,2190.08,3665,69718,96,14159.76
02/04/2025,Email,VIP Retargeting - Email,112.26,5084,8793,76,7935.96
04-02-2025,TikTok Ads,Summer Deals - TikTok Ads,842.95,4020,8266,17,2442.57
2025-04-02,Affiliate,Back to School - Affiliate,1165.65,3076,72797,90,4415.27
03/04/2025,Google Ads,Back to School - Google Ads,515.46,663,66816,69,11524.41
2025-04-03,Meta Ads,Back to School - Meta Ads,1230.32,4255,31928,193,13880.81
2025-04-03,Email,Winter Sale - Email,1702.74,3932,56157,115,11133.42
03/04/2025,TikTok Ads,Holiday Campaign - TikTok Ads,1939.37,2766,82742,154,26420.87
04-03-2025,Affiliate,Winter Sale - Affiliate,2088.79,2572,42726,308,50542.5
2025-04-04,Google Ads,Winter Sale - Google Ads,1057.22,5245,85953,93,13745.2
2025-04-04,Meta Ads,New Customer Acquisition - Meta Ads,2380.49,2833,27709,310,33599.51
2025-04-04,Email,Back to School - Email,653.26,3217,14292,105,6435.75
2025-04-04,TikTok Ads,VIP Retargeting - TikTok Ads,1056.24,2430,40102,236,16500.5
04-04-2025,Affiliate,Winter Sale - Affiliate,1019.02,5914,76867,553,74493.34
2025-04-05,Google Ads,Holiday Campaign - Google Ads,869.16,3840,73248,359,17179.97
04-05-2025,Email,New Customer Acquisition - Email,926.18,2928,20914,25,1529.54
2025-04-05,TikTok Ads,Back to School - TikTok Ads,555.63,1919,27692,28,3020.16
04-06-2025,Google Ads,New Customer Acquisition - Google Ads,2338.2,3831,44487,373,37420.94
06/04/2025,Meta Ads,New Customer Acquisition - Meta Ads,2442.45,2466,63893,126,20741.14
2025-04-06,Email,Winter Sale - Email,2167.77,4705,84948,414,29056.22
06/04/2025,TikTok Ads,Winter Sale - TikTok Ads,2020.67,2016,73175,151,10394.86
2025-04-06,Affiliate,Flash Promo - Affiliate,2496.14,5845,84653,116,12357.99
07/04/2025,Google Ads,Flash Promo - Google Ads,1237.97,2354,48998,9,1227.69
2025-04-07,TikTok Ads,Back to School - TikTok Ads,122.82,1215,84721,58,7467.93
08/04/2025,Google Ads,New Customer Acquisition - Google Ads,1772.7,4612,33589,57,3869.66
08/04/2025,Meta Ads,Winter Sale - Meta Ads,933.13,5103,87682,0,0.0
04-08-2025,Email,New Customer Acquisition - Email,449.5,4376,8252,333,53110.98
08/04/2025,TikTok Ads,Winter Sale - TikTok Ads,2067.42,1638,37234,11,1129.75
2025-04-08,Affiliate,New Customer Acquisition - Affiliate,622.59,4463,82229,85,11134.33
2025-04-09,Google Ads,Winter Sale - Google Ads,887.53,4504,55821,495,60786.67
09/04/2025,Meta Ads,Back to School - Meta Ads,1517.26,217,83233,1,117.65
09/04/2025,Email,Summer Deals - Email,2089.23,4889,66060,440,32003.14
04-09-2025,TikTok Ads,Flash Promo - TikTok Ads,364.42,3291,40505,237,27360.17
04-09-2025,Affiliate,Flash Promo - Affiliate,904.36,3895,70770,77,8561.95
2025-04-10,Google Ads,Back to School - Google Ads,1911.53,3853,42541,231,17170.74
2025-04-10,Email,Flash Promo - Email,2369.71,1450,43740,65,9852.32
04-10-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1617.93,5783,29444,318,23742.35
2025-04-10,Affiliate,New Customer Acquisition - Affiliate,2225.44,2936,47131,261,15969.24
2025-04-11,Google Ads,Winter Sale - Google Ads,1175.78,1738,53827,83,4500.79
11/04/2025,Meta Ads,VIP Retargeting - Meta Ads,2265.99,5628,30884,209,17873.85
2025-04-11,TikTok Ads,VIP Retargeting - TikTok Ads,310.68,1068,17405,10,1664.92
11/04/2025,Affiliate,Holiday Campaign - Affiliate,1845.86,789,79209,8,436.14
12/04/2025,Google Ads,VIP Retargeting - Google Ads,1605.33,4408,76776,272,17200.67
12/04/2025,Meta Ads,New Customer Acquisition - Meta Ads,1387.28,4811,24170,464,27361.75
12/04/2025,Affiliate,VIP Retargeting - Affiliate,1737.95,1161,28369,45,2903.06
2025-04-13,Google Ads,Summer Deals - Google Ads,1823.52,840,34972,44,3673.83
04-13-2025,Meta Ads,Summer Deals - Meta Ads,1428.57,147,54194,4,680.33
04-13-2025,TikTok Ads,Holiday Campaign - TikTok Ads,826.13,254,34680,11,1467.05
2025-04-14,Meta Ads,Flash Promo - Meta Ads,127.53,2988,76937,35,2582.19
14/04/2025,Email,Back to School - Email,1063.55,122,6166,2,306.06
04-14-2025,TikTok Ads,VIP Retargeting - TikTok Ads,183.54,775,88066,66,10855.07
14/04/2025,Affiliate,Back to School - Affiliate,446.29,361,35015,25,4270.96
04-15-2025,Google Ads,Flash Promo - Google Ads,1716.74,976,22636,105,12990.19
2025-04-15,Meta Ads,VIP Retargeting - Meta Ads,1341.89,5508,19016,326,56240.93
04-15-2025,Email,Holiday Campaign - Email,1110.35,1038,47212,37,5549.59
04-16-2025,Google Ads,Holiday Campaign - Google Ads,1162.36,5643,77836,74,10874.49
04-16-2025,Meta Ads,Holiday Campaign - Meta Ads,2448.64,3015,63009,339,35572.69
04-16-2025,Email,New Customer Acquisition - Email,178.03,1618,13533,52,3268.84
16/04/2025,TikTok Ads,Back to School - TikTok Ads,1081.64,5491,29870,0,0.0
16/04/2025,Affiliate,Winter Sale - Affiliate,1397.81,4611,29173,0,0.0
04-17-2025,Google Ads,New Customer Acquisition - Google Ads,1639.77,3969,76992,332,27272.89
04-17-2025,Affiliate,Holiday Campaign - Affiliate,587.43,273,70486,17,2456.57
04-18-2025,Google Ads,VIP Retargeting - Google Ads,965.62,773,7181,0,0.0
04-18-2025,Meta Ads,Back to School - Meta Ads,1211.21,811,23583,14,916.51
18/04/2025,Email,Winter Sale - Email,1870.15,5743,89692,465,63122.22
18/04/2025,Affiliate,Back to School - Affiliate,390.08,2863,25470,289,29658.71
2025-04-19,Google Ads,Holiday Campaign - Google Ads,1400.27,1786,38191,144,20996.59
04-19-2025,Meta Ads,New Customer Acquisition - Meta Ads,1391.89,2797,21991,265,43199.98
19/04/2025,Email,Summer Deals - Email,2307.28,838,73028,31,2358.44
2025-04-19,TikTok Ads,New Customer Acquisition - TikTok Ads,2138.57,2694,39629,117,15290.22
2025-04-20,Google Ads,New Customer Acquisition - Google Ads,321.41,5920,8509,392,19851.57
2025-04-20,Affiliate,Back to School - Affiliate,160.46,5032,66285,310,54912.96
04-21-2025,Google Ads,Flash Promo - Google Ads,232.64,5231,51635,363,60381.21
21/04/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1926.17,4787,22464,188,26385.04
21/04/2025,Affiliate,Back to School - Affiliate,1380.65,1556,71552,145,6945.7
2025-04-22,Google Ads,Flash Promo - Google Ads,1096.24,406,73932,2,287.62
04-22-2025,Email,Winter Sale - Email,783.77,5355,61047,462,47198.39
04-22-2025,TikTok Ads,Back to School - TikTok Ads,1539.42,1991,79035,206,23653.47
04-23-2025,Google Ads,VIP Retargeting - Google Ads,764.01,2505,50895,237,40121.11
23/04/2025,Meta Ads,Summer Deals - Meta Ads,378.51,589,87024,64,5178.11
04-23-2025,Email,Back to School - Email,2409.1,145,30071,3,256.0
04-23-2025,TikTok Ads,Winter Sale - TikTok Ads,2389.87,5658,64202,0,0.0
2025-04-23,Affiliate,Summer Deals - Affiliate,2072.7,2117,27389,25,4467.48
04-24-2025,Google Ads,Back to School - Google Ads,615.61,5264,28464,459,21718.38
04-24-2025,Meta Ads,Flash Promo - Meta Ads,2180.37,4749,49404,532,80532.77
24/04/2025,Affiliate,Holiday Campaign - Affiliate,243.86,5442,73522,281,44897.32
25/04/2025,Meta Ads,Flash Promo - Meta Ads,2494.87,1066,21960,0,0.0
25/04/2025,Email,VIP Retargeting - Email,283.81,3618,4462,406,16465.22
25/04/2025,TikTok Ads,Back to School - TikTok Ads,1728.77,4891,30685,280,43575.54
04-25-2025,Affiliate,Winter Sale - Affiliate,1082.78,1182,74123,69,4996.21
04-26-2025,Google Ads,VIP Retargeting - Google Ads,1883.11,2042,46734,140,8970.35
2025-04-26,Meta Ads,Summer Deals - Meta Ads,1763.88,858,26000,22,1697.99
2025-04-26,TikTok Ads,Back to School - TikTok Ads,1507.01,2198,40062,91,6240.83
04-26-2025,Affiliate,New Customer Acquisition - Affiliate,662.31,4696,10063,138,21896.28
2025-04-27,Meta Ads,Back to School - Meta Ads,1596.75,486,18207,13,1650.2
2025-04-27,TikTok Ads,Summer Deals - TikTok Ads,215.51,2235,56379,260,40537.5
04-27-2025,Affiliate,Back to School - Affiliate,212.88,3112,40369,310,52724.28
2025-04-28,Google Ads,VIP Retargeting - Google Ads,1689.6,924,85054,0,0.0
04-28-2025,Email,VIP Retargeting - Email,737.89,858,6531,98,12761.2
28/04/2025,Affiliate,Winter Sale - Affiliate,1718.37,587,16603,0,0.0
29/04/2025,Google Ads,Back to School - Google Ads,2290.13,3885,40080,365,40345.66
2025-04-29,Meta Ads,Holiday Campaign - Meta Ads,1276.63,1185,10390,142,15191.42
04-29-2025,Email,New Customer Acquisition - Email,942.36,3633,27110,378,18096.26
04-29-2025,TikTok Ads,Back to School - TikTok Ads,2486.58,3962,43867,19,3227.92
2025-04-30,Meta Ads,New Customer Acquisition - Meta Ads,1668.17,4763,33078,28,2458.1
2025-04-30,Email,Winter Sale - Email,896.09,1379,28248,3,338.04
30/04/2025,Affiliate,Summer Deals - Affiliate,1312.07,5126,9492,500,65717.39
2025-05-01,Meta Ads,Flash Promo - Meta Ads,1530.88,2914,87111,314,56114.62
2025-05-01,Email,Holiday Campaign - Email,406.73,1190,52237,104,13087.86
2025-05-01,Affiliate,Back to School - Affiliate,1645.21,2028,79797,48,2514.18
2025-05-02,Google Ads,Holiday Campaign - Google Ads,1412.65,3447,85660,154,9769.7
05-02-2025,Meta Ads,VIP Retargeting - Meta Ads,699.48,1790,38507,6,275.26
02/05/2025,Email,New Customer Acquisition - Email,1697.69,3234,6453,232,36234.95
05-02-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1940.07,3336,38630,222,19340.91
2025-05-02,Affiliate,Flash Promo - Affiliate,632.13,1858,51200,108,10210.54
05-03-2025,Google Ads,VIP Retargeting - Google Ads,1165.15,2173,6626,189,11108.83
05-03-2025,Email,VIP Retargeting - Email,470.93,3953,86376,312,15204.6
2025-05-03,TikTok Ads,Flash Promo - TikTok Ads,2112.49,5876,65195,257,37864.86
03/05/2025,Affiliate,VIP Retargeting - Affiliate,1904.07,3414,5432,135,23541.86
04/05/2025,Google Ads,VIP Retargeting - Google Ads,2138.34,3517,4133,333,53529.1
05-04-2025,Meta Ads,Summer Deals - Meta Ads,291.59,5822,67392,270,33767.68
2025-05-04,Email,Holiday Campaign - Email,1364.42,4734,67050,55,7344.0
05-04-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1719.54,2898,23314,342,26282.74
05-04-2025,Affiliate,Holiday Campaign - Affiliate,615.99,5008,16599,218,38451.8
2025-05-05,Google Ads,Holiday Campaign - Google Ads,1181.5,3392,85195,325,23248.7
2025-05-05,Meta Ads,New Customer Acquisition - Meta Ads,795.26,4244,11411,204,35431.23
2025-05-05,Email,New Customer Acquisition - Email,614.55,4090,12138,88,10403.8
2025-05-05,Affiliate,Summer Deals - Affiliate,466.31,539,59780,0,0.0
05-06-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1969.45,1052,28352,18,3108.97
05-07-2025,Google Ads,Back to School - Google Ads,824.58,217,54612,0,0.0
07/05/2025,Meta Ads,Back to School - Meta Ads,607.03,1800,77830,92,16464.51
2025-05-07,Email,Back to School - Email,2072.37,5572,70814,436,36427.34
2025-05-07,TikTok Ads,Flash Promo - TikTok Ads,1709.3,2974,52331,97,6070.29
08/05/2025,Meta Ads,Winter Sale - Meta Ads,401.57,2064,21100,112,4704.51
05-08-2025,TikTok Ads,Winter Sale - TikTok Ads,743.34,3106,53573,87,5190.31
09/05/2025,Meta Ads,Summer Deals - Meta Ads,797.76,4524,87509,165,27498.15
05-09-2025,Affiliate,Flash Promo - Affiliate,1070.94,3483,4158,32,2012.82
05-10-2025,Google Ads,Flash Promo - Google Ads,1142.13,3651,27957,32,4337.34
05-10-2025,Meta Ads,Back to School - Meta Ads,2465.47,1974,52987,212,27753.33
05-10-2025,Email,Holiday Campaign - Email,2276.28,112,62764,4,228.36
10/05/2025,TikTok Ads,Flash Promo - TikTok Ads,716.71,5195,60790,0,0.0
05-10-2025,Affiliate,Summer Deals - Affiliate,2399.06,2350,41223,139,11252.28
11/05/2025,Google Ads,Summer Deals - Google Ads,1544.23,5940,42576,677,95528.9
11/05/2025,Meta Ads,Back to School - Meta Ads,1521.66,3700,85143,40,4511.48
2025-05-11,Email,New Customer Acquisition - Email,133.08,5064,7154,307,25571.24
2025-05-11,Affiliate,Flash Promo - Affiliate,2043.84,4466,77028,401,46198.24
12/05/2025,Google Ads,Flash Promo - Google Ads,1630.95,1391,49637,83,6065.74
2025-05-12,Meta Ads,Summer Deals - Meta Ads,1162.7,1911,45285,69,12419.52
05-12-2025,Email,Winter Sale - Email,1068.21,5773,46434,690,116342.12
05-12-2025,Affiliate,VIP Retargeting - Affiliate,2023.04,3879,46959,80,4907.09
05-13-2025,Google Ads,Summer Deals - Google Ads,1526.89,2455,61367,245,16500.81
13/05/2025,Meta Ads,Holiday Campaign - Meta Ads,2024.73,5399,65281,348,16807.82
05-13-2025,Email,Winter Sale - Email,1599.67,3148,81427,331,20342.39
2025-05-13,TikTok Ads,Summer Deals - TikTok Ads,341.28,553,23566,28,4264.42
13/05/2025,Affiliate,Flash Promo - Affiliate,2279.25,1586,62779,113,6356.78
2025-05-14,Google Ads,Back to School - Google Ads,2385.62,2263,42418,218,20315.98
2025-05-14,Email,Summer Deals - Email,2279.87,2070,14601,140,20059.83
14/05/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,594.49,4351,74241,258,26218.27
14/05/2025,Affiliate,Holiday Campaign - Affiliate,351.19,4282,87108,360,50853.89
2025-05-15,Google Ads,Winter Sale - Google Ads,800.2,1724,67583,125,18749.38
2025-05-15,Email,New Customer Acquisition - Email,108.44,3462,56715,120,18845.88
05-15-2025,TikTok Ads,Flash Promo - TikTok Ads,886.5,4680,79024,531,34464.6
05-15-2025,Affiliate,VIP Retargeting - Affiliate,2012.93,4546,16430,57,9750.09
16/05/2025,Meta Ads,Winter Sale - Meta Ads,1052.18,5914,7273,638,114205.99
2025-05-16,TikTok Ads,Winter Sale - TikTok Ads,2292.67,2698,80314,105,10944.05
05-16-2025,Affiliate,VIP Retargeting - Affiliate,305.49,4929,30252,318,42109.47
2025-05-17,Google Ads,Summer Deals - Google Ads,1982.14,4529,57141,9,748.81
17/05/2025,Meta Ads,New Customer Acquisition - Meta Ads,1081.57,3401,13751,399,17567.32
17/05/2025,Email,Holiday Campaign - Email,946.7,2294,76777,242,16618.54
2025-05-17,TikTok Ads,Holiday Campaign - TikTok Ads,2069.19,3732,61687,161,7732.07
05-17-2025,Affiliate,Summer Deals - Affiliate,975.87,4044,31505,272,31883.25
2025-05-18,Google Ads,Holiday Campaign - Google Ads,822.78,4344,87545,273,12790.86
18/05/2025,Meta Ads,New Customer Acquisition - Meta Ads,2487.91,4726,54502,554,53638.0
2025-05-18,TikTok Ads,Holiday Campaign - TikTok Ads,170.99,5922,25524,107,11051.81
19/05/2025,Google Ads,Holiday Campaign - Google Ads,996.99,1623,7688,72,3564.83
2025-05-19,Email,VIP Retargeting - Email,272.21,3451,7157,262,42052.9
20/05/2025,Google Ads,Summer Deals - Google Ads,120.06,4367,86414,481,77841.75
20/05/2025,Meta Ads,Winter Sale - Meta Ads,1787.5,460,81786,22,1276.79
05-20-2025,TikTok Ads,Flash Promo - TikTok Ads,1881.87,1524,69028,92,11011.38
20/05/2025,Affiliate,Holiday Campaign - Affiliate,2335.27,417,14256,38,3899.63
05-21-2025,Meta Ads,Summer Deals - Meta Ads,1055.93,4856,51518,560,46064.24
05-21-2025,Email,VIP Retargeting - Email,1938.59,2218,13954,184,27962.35
05-22-2025,Meta Ads,Flash Promo - Meta Ads,1991.33,5641,63456,287,39566.61
22/05/2025,Email,VIP Retargeting - Email,1452.68,1269,14736,110,12831.43
22/05/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1306.22,4883,21497,0,0.0
22/05/2025,Affiliate,New Customer Acquisition - Affiliate,1891.95,1537,55817,91,13926.86
23/05/2025,Google Ads,Flash Promo - Google Ads,1814.51,2656,58294,208,10482.65
2025-05-23,Meta Ads,Back to School - Meta Ads,1185.97,1983,67059,90,16079.4
2025-05-23,Email,Holiday Campaign - Email,2474.06,4049,62036,293,39498.26
23/05/2025,TikTok Ads,Summer Deals - TikTok Ads,524.44,1635,70192,11,1063.1
24/05/2025,Meta Ads,New Customer Acquisition - Meta Ads,2037.41,751,74267,85,5745.4
24/05/2025,Email,Holiday Campaign - Email,355.74,1456,61630,0,0.0
2025-05-24,TikTok Ads,VIP Retargeting - TikTok Ads,2284.41,3366,63248,362,49590.24
05-24-2025,Affiliate,Winter Sale - Affiliate,2423.77,1021,49776,22,888.58
2025-05-25,Google Ads,Winter Sale - Google Ads,786.23,4845,85139,539,54782.21
2025-05-25,Meta Ads,Holiday Campaign - Meta Ads,438.69,536,47799,42,4336.35
05-25-2025,Email,VIP Retargeting - Email,2446.16,958,37017,21,3429.44
2025-05-25,Affiliate,Summer Deals - Affiliate,1814.09,4427,44219,490,76569.64
05-26-2025,Google Ads,Back to School - Google Ads,2122.03,3917,75461,135,12726.9
2025-05-26,Meta Ads,Summer Deals - Meta Ads,949.86,1988,35075,24,3341.57
26/05/2025,Affiliate,Holiday Campaign - Affiliate,262.81,4873,55562,390,65954.43
2025-05-27,Google Ads,Flash Promo - Google Ads,337.52,4265,80001,91,5486.16
05-27-2025,Meta Ads,Holiday Campaign - Meta Ads,2420.61,5002,41251,54,6795.79
2025-05-27,TikTok Ads,Flash Promo - TikTok Ads,1687.64,3483,55119,158,17385.54
2025-05-27,Affiliate,Flash Promo - Affiliate,2207.81,5941,60028,537,64850.96
28/05/2025,Google Ads,Holiday Campaign - Google Ads,723.32,3027,12326,268,24125.58
2025-05-28,Meta Ads,New Customer Acquisition - Meta Ads,373.25,3461,32342,370,42559.2
2025-05-28,TikTok Ads,Back to School - TikTok Ads,1465.51,3809,57707,0,0.0
28/05/2025,Affiliate,Flash Promo - Affiliate,1030.34,2935,27664,304,40461.12
2025-05-29,Google Ads,New Customer Acquisition - Google Ads,615.71,4004,34220,0,0.0
05-29-2025,Email,VIP Retargeting - Email,179.23,4406,25414,101,16818.0
29/05/2025,Affiliate,VIP Retargeting - Affiliate,207.22,1976,15817,220,24633.61
2025-05-30,Meta Ads,Holiday Campaign - Meta Ads,1267.61,187,15002,9,1260.99
30/05/2025,Email,Holiday Campaign - Email,820.28,2586,84037,166,27581.32
2025-05-30,Affiliate,New Customer Acquisition - Affiliate,205.95,5942,79209,380,39661.59
2025-05-31,Google Ads,Summer Deals - Google Ads,2278.16,4337,47999,331,39224.1
31/05/2025,Email,VIP Retargeting - Email,1634.55,5833,12170,144,20067.37
2025-05-31,Affiliate,Flash Promo - Affiliate,2059.13,5137,84245,132,5707.73
2025-06-01,Google Ads,Back to School - Google Ads,448.27,1850,32803,100,11040.12
06-01-2025,TikTok Ads,Back to School - TikTok Ads,2105.26,5371,47615,544,53629.37
01/06/2025,Affiliate,Holiday Campaign - Affiliate,1936.38,3050,14892,54,3957.94
06-02-2025,Meta Ads,Summer Deals - Meta Ads,2027.44,1717,60858,105,12369.39
02/06/2025,TikTok Ads,Winter Sale - TikTok Ads,1897.94,1919,60895,194,9137.31
06-02-2025,Affiliate,Flash Promo - Affiliate,569.76,4426,87517,159,25329.27
06-03-2025,Google Ads,Winter Sale - Google Ads,382.58,1558,78822,131,9850.61
06-03-2025,Meta Ads,Winter Sale - Meta Ads,1559.66,1648,26285,130,13284.29
03/06/2025,Email,New Customer Acquisition - Email,1544.14,3286,14511,15,1074.45
06-03-2025,Affiliate,Holiday Campaign - Affiliate,1110.35,2614,8887,0,0.0
04/06/2025,Email,Summer Deals - Email,817.52,5972,62409,396,23439.13
04/06/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1508.57,5622,64790,120,13428.63
06-05-2025,Google Ads,Summer Deals - Google Ads,287.77,5979,52268,617,49701.41
2025-06-05,Email,Summer Deals - Email,1123.83,5067,9142,0,0.0
2025-06-05,TikTok Ads,VIP Retargeting - TikTok Ads,109.78,4454,60673,255,20427.39
06/06/2025,Google Ads,VIP Retargeting - Google Ads,2407.75,3981,87713,441,55778.56
06-06-2025,Email,Summer Deals - Email,1819.57,3004,85437,110,16479.31
06-06-2025,TikTok Ads,VIP Retargeting - TikTok Ads,2181.08,2555,58663,125,6135.31
2025-06-06,Affiliate,Summer Deals - Affiliate,1747.62,2435,4287,187,28519.53
07/06/2025,Google Ads,Winter Sale - Google Ads,1691.11,5612,15803,312,44902.55
06-07-2025,Meta Ads,Holiday Campaign - Meta Ads,2305.31,5704,9389,319,47700.23
06-07-2025,Email,Back to School - Email,903.67,290,26213,2,167.34
06-07-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,2035.12,5497,10014,277,27196.02
2025-06-08,Google Ads,Flash Promo - Google Ads,1675.39,875,41894,95,8346.73
08/06/2025,Meta Ads,New Customer Acquisition - Meta Ads,2131.78,2997,75265,87,13921.52
06-08-2025,Email,Holiday Campaign - Email,648.4,2595,5377,0,0.0
2025-06-08,TikTok Ads,Holiday Campaign - TikTok Ads,1016.86,737,61147,18,2204.54
06-09-2025,Email,Back to School - Email,1674.6,2594,88322,168,10582.47
2025-06-09,TikTok Ads,Holiday Campaign - TikTok Ads,775.93,2095,44664,194,23383.76
06-10-2025,Google Ads,New Customer Acquisition - Google Ads,446.04,3205,66081,353,25609.64
10/06/2025,Meta Ads,VIP Retargeting - Meta Ads,2310.72,4421,25527,162,14601.69
10/06/2025,Email,Winter Sale - Email,667.61,3167,43936,74,7653.88
06-10-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1752.32,4352,71734,206,23492.32
06-10-2025,Affiliate,Winter Sale - Affiliate,391.05,1673,84360,54,9056.34
2025-06-11,Google Ads,New Customer Acquisition - Google Ads,1257.08,2140,34354,217,11643.16
11/06/2025,Meta Ads,Holiday Campaign - Meta Ads,806.04,1350,86323,137,6149.17
2025-06-11,TikTok Ads,Winter Sale - TikTok Ads,780.33,1062,24435,97,10562.92
06-11-2025,Affiliate,Holiday Campaign - Affiliate,1071.18,210,19904,0,0.0
06-12-2025,Meta Ads,VIP Retargeting - Meta Ads,2330.29,1014,72352,13,871.55
06-12-2025,Email,Flash Promo - Email,1161.3,1214,14170,117,13513.75
12/06/2025,Affiliate,Summer Deals - Affiliate,2127.59,5493,56678,452,38333.51
2025-06-13,Meta Ads,Holiday Campaign - Meta Ads,602.1,4822,50461,0,0.0
06-13-2025,Email,Flash Promo - Email,1675.88,2314,21129,220,23483.61
06-13-2025,TikTok Ads,Winter Sale - TikTok Ads,873.33,2547,9826,206,23764.29
13/06/2025,Affiliate,Summer Deals - Affiliate,932.16,807,5471,2,237.42
06-14-2025,Google Ads,Summer Deals - Google Ads,1218.23,2185,66868,89,4767.06
2025-06-14,Email,New Customer Acquisition - Email,869.17,5636,32648,636,108057.07
2025-06-14,TikTok Ads,New Customer Acquisition - TikTok Ads,1529.6,3433,28295,321,42461.84
06-15-2025,Email,VIP Retargeting - Email,2424.41,5896,72387,418,66357.18
15/06/2025,TikTok Ads,Flash Promo - TikTok Ads,1668.79,1195,65967,63,8913.11
15/06/2025,Affiliate,New Customer Acquisition - Affiliate,771.19,3088,52368,27,4472.08
06-16-2025,Google Ads,VIP Retargeting - Google Ads,1384.2,4985,13588,0,0.0
06-16-2025,Meta Ads,VIP Retargeting - Meta Ads,341.18,3998,23017,55,4492.69
06-16-2025,Email,Holiday Campaign - Email,2039.85,2771,62802,0,0.0
17/06/2025,Google Ads,Back to School - Google Ads,2356.67,1103,8268,0,0.0
17/06/2025,Meta Ads,New Customer Acquisition - Meta Ads,431.51,4579,55232,0,0.0
06-17-2025,Email,Back to School - Email,1939.71,5160,60521,0,0.0
06-17-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,599.67,2273,78262,187,33400.14
17/06/2025,Affiliate,Winter Sale - Affiliate,150.59,917,51743,46,8033.52
18/06/2025,Google Ads,Holiday Campaign - Google Ads,1979.2,2975,8352,297,20787.26
06-18-2025,Email,Summer Deals - Email,2265.54,4802,55151,126,21886.72
18/06/2025,TikTok Ads,Holiday Campaign - TikTok Ads,1097.24,2506,25943,268,31310.89
19/06/2025,Meta Ads,Holiday Campaign - Meta Ads,907.31,559,15023,0,0.0
06-19-2025,Email,VIP Retargeting - Email,1561.95,1673,39369,31,2036.45
06-19-2025,TikTok Ads,Flash Promo - TikTok Ads,912.83,2922,55969,0,0.0
2025-06-19,Affiliate,Winter Sale - Affiliate,1997.36,4924,13023,450,28990.07
2025-06-20,Google Ads,Holiday Campaign - Google Ads,754.63,4808,67826,213,28703.35
2025-06-20,Meta Ads,Holiday Campaign - Meta Ads,784.62,1793,5343,168,24667.22
2025-06-20,Email,Summer Deals - Email,2340.91,378,88118,15,1378.29
20/06/2025,Affiliate,Flash Promo - Affiliate,1300.22,4950,55937,395,28737.17
06-21-2025,Email,Winter Sale - Email,1265.74,1148,56325,54,4574.36
06-21-2025,TikTok Ads,Flash Promo - TikTok Ads,2062.34,2575,12649,0,0.0
2025-06-21,Affiliate,Back to School - Affiliate,2298.26,587,80795,49,7135.0
2025-06-22,Google Ads,Holiday Campaign - Google Ads,121.72,5394,69359,291,24510.13
06-22-2025,Email,VIP Retargeting - Email,1813.63,5529,27786,609,26052.49
06-22-2025,TikTok Ads,Back to School - TikTok Ads,2245.99,5779,56060,257,29942.67
22/06/2025,Affiliate,Summer Deals - Affiliate,305.14,2691,11128,228,40127.72
23/06/2025,Google Ads,Holiday Campaign - Google Ads,128.97,544,62311,47,7376.22
23/06/2025,TikTok Ads,Holiday Campaign - TikTok Ads,950.6,4079,46948,0,0.0
06-24-2025,Google Ads,Summer Deals - Google Ads,2198.06,3064,81631,243,22267.63
06-24-2025,Meta Ads,Flash Promo - Meta Ads,2407.7,2049,63617,72,6239.72
2025-06-24,Email,New Customer Acquisition - Email,1019.24,2215,12187,45,3526.36
06-24-2025,TikTok Ads,Summer Deals - TikTok Ads,933.04,2639,76798,156,6246.29
06-24-2025,Affiliate,Back to School - Affiliate,1374.29,2130,74883,116,8806.21
06-25-2025,Google Ads,Winter Sale - Google Ads,1247.01,4262,69623,46,3260.66
