order_id,order_date,customer_id,store_id,product_id,quantity,unit_price,discount_amount,payment_method,sales_channel
ORD-003512,2025-08-26,CUST-02969,STORE-006,PROD-0178,2,85.61,25.68,Debit Card,Marketplace
ORD-021412,11-22-2025,CUST-03693,STORE-010,PROD-0120,4,97.93,19.59,Debit Card,Marketplace
ORD-000434,03-06-2025,CUST-01209,STORE-030,PROD-0075,1,48.4,4.84,Cash,Marketplace
ORD-021394,01-30-2025,,STORE-008,PROD-0065,1,150.93,60.37,Debit Card,Website
ORD-014702,2025-05-09,CUST-02270,STORE-020,PROD-0162,1,136.75,0.0,Wallet,Physical Store
ORD-005184,2025-09-22,,STORE-004,PROD-0120,3,99.51,29.85,Debit Card,Marketplace
ORD-021051,03-17-2025,CUST-04222,STORE-022,PROD-0111,1,141.7,0.0,Debit Card,Mobile App
ORD-014112,13/03/2025,CUST-01613,STORE-029,PROD-0134,1,20.97,0.0,Credit Card,Mobile App
ORD-001536,2025-04-13,CUST-03476,STORE-027,PROD-0013,2,592.69,0.0,Cash,Mobile App
ORD-002879,22/01/2025,CUST-04851,STORE-006,PROD-0006,2,137.54,13.75,Debit Card,Physical Store
ORD-008466,2025-12-17,CUST-04233,STORE-006,PROD-0019,2,66.9,13.38,Bank Transfer,Physical Store
ORD-001273,2025-04-26,CUST-00794,STORE-029,PROD-0102,3,190.05,0.0,Credit Card,Marketplace
ORD-020205,2025-06-01,CUST-02193,STORE-008,PROD-0093,2,433.58,43.36,Debit Card,Marketplace
ORD-003653,01-26-2025,CUST-03860,STORE-029,PROD-0164,4,321.47,0.0,Debit Card,Mobile App
ORD-005188,25/07/2025,CUST-01513,STORE-023,PROD-0059,1,259.54,38.93,Bank Transfer,Physical Store
ORD-019369,2025-03-18,CUST-02472,STORE-006,PROD-0074,4,79.54,79.54,Bank Transfer,Mobile App
ORD-008874,2025-01-07,CUST-01320,STORE-009,PROD-0005,1,234.89,0.0,Debit Card,Mobile App
ORD-014809,12-22-2025,CUST-03467,STORE-001,PROD-0058,2,467.2,0.0,Credit Card,Mobile App
ORD-016473,11/02/2025,CUST-01938,STORE-020,PROD-0087,3,100.12,0.0,Debit Card,Physical Store
ORD-019240,2025-04-17,CUST-02568,STORE-028,PROD-0166,1,231.29,23.13,Wallet,Website
ORD-018758,2025-02-16,CUST-04623,STORE-014,PROD-0067,2,446.45,0.0,Bank Transfer,Website
ORD-023647,04-24-2025,CUST-04405,STORE-030,PROD-0058,1,345.21,86.3,Wallet,Website
ORD-005555,2025-11-01,CUST-03173,STORE-016,PROD-0158,1,358.69,143.48,Debit Card,Website
ORD-007443,2025-09-16,CUST-03471,STORE-010,PROD-0111,1,90.78,13.62,Cash,Website
ORD-018498,06-10-2025,CUST-03605,STORE-002,PROD-0129,3,386.33,289.75,Cash,Marketplace
ORD-024930,2025-05-26,CUST-04639,STORE-002,PROD-0086,1,319.54,0.0,Credit Card,Mobile App
ORD-014544,12-30-2025,CUST-03409,STORE-010,PROD-0035,2,284.59,0.0,Cash,Physical Store
ORD-004557,2025-04-23,CUST-02826,STORE-021,PROD-0180,1,433.8,0.0,Bank Transfer,Mobile App
ORD-006096,2025-07-17,CUST-04065,STORE-004,PROD-0095,1,305.26,15.26,Wallet,Marketplace
ORD-016877,26/08/2025,CUST-04402,STORE-009,PROD-0032,2,151.41,15.14,Credit Card,Physical Store
ORD-015412,2025-06-08,CUST-02220,STORE-008,PROD-0173,2,74.87,7.49,Debit Card,Website
ORD-004986,2025-03-07,,STORE-018,PROD-0132,1,114.27,11.43,Cash,Website
ORD-005219,23/06/2025,CUST-00589,STORE-018,PROD-0100,1,463.55,69.53,Debit Card,Marketplace
ORD-009460,2025-02-28,CUST-02629,STORE-026,PROD-0120,3,109.7,32.91,Cash,Physical Store
ORD-013953,2025-12-28,CUST-03056,STORE-017,PROD-0001,1,108.85,0.0,Wallet,Marketplace
ORD-018319,2025-06-06,CUST-02102,STORE-025,PROD-0031,3,629.76,0.0,Cash,Mobile App
ORD-022152,04-09-2025,CUST-03492,STORE-018,PROD-0174,2,51.79,10.36,Bank Transfer,Physical Store
ORD-004310,2025-01-04,CUST-02130,STORE-017,PROD-0065,1,177.02,0.0,Credit Card,Website
ORD-004029,20/08/2025,CUST-03807,STORE-020,PROD-0152,1,322.24,16.11,Wallet,Website
ORD-019333,2025-04-29,CUST-04192,STORE-013,PROD-0132,2,149.22,29.84,Credit Card,Website
ORD-009977,2025-05-23,CUST-04726,STORE-012,PROD-0054,2,301.22,90.37,Credit Card,Mobile App
ORD-020218,2025-06-17,CUST-04166,STORE-007,PROD-0149,1,87.99,0.0,Cash,Website
ORD-008014,2025-05-02,CUST-03731,STORE-016,PROD-0180,1,334.23,0.0,Bank Transfer,Website
ORD-000246,10/03/2025,CUST-03174,STORE-013,PROD-0173,3,84.58,0.0,Credit Card,Physical Store
ORD-008671,09-04-2025,CUST-00505,STORE-030,PROD-0032,2,148.41,0.0,Credit Card,Physical Store
ORD-023216,2025-08-24,CUST-03819,STORE-019,PROD-0089,1,226.88,0.0,Wallet,Physical Store
ORD-018008,26/09/2025,,STORE-030,PROD-0110,1,454.1,181.64,Debit Card,Mobile App
ORD-000309,02/12/2025,CUST-03041,STORE-017,PROD-0006,1,187.53,0.0,Bank Transfer,Website
ORD-022185,06-23-2025,CUST-02718,STORE-029,PROD-0052,1,96.23,0.0,Credit Card,Marketplace
ORD-024341,2025-04-06,CUST-04588,STORE-006,PROD-0074,3,73.03,21.91,Wallet,Website
ORD-005049,07-14-2025,CUST-03314,STORE-011,PROD-0086,3,271.42,0.0,Wallet,Mobile App
ORD-019960,2025-07-02,CUST-00894,STORE-005,PROD-0165,2,545.29,436.23,Cash,Physical Store
ORD-016060,2025-12-18,CUST-04089,STORE-011,PROD-0113,5,482.48,0.0,Bank Transfer,Physical Store
ORD-023896,2025-10-18,CUST-04770,STORE-016,PROD-0048,2,377.52,0.0,Debit Card,Marketplace
ORD-005218,19/09/2025,CUST-04735,STORE-015,PROD-0146,2,359.9,35.99,Cash,Marketplace
ORD-017653,2025-02-13,CUST-03403,STORE-019,PROD-0152,2,314.91,157.46,Credit Card,Marketplace
ORD-013718,03-15-2025,CUST-04774,STORE-002,PROD-0177,1,343.81,34.38,Wallet,Website
ORD-006063,08/08/2025,CUST-01468,STORE-009,PROD-0043,1,110.13,0.0,Bank Transfer,Website
ORD-001806,03-04-2025,CUST-00652,STORE-014,PROD-0128,2,135.44,13.54,Debit Card,Website
ORD-013526,29/07/2025,CUST-02688,STORE-009,PROD-0005,1,163.27,8.16,Debit Card,Physical Store
ORD-012668,02-18-2025,CUST-03869,STORE-025,PROD-0126,1,32.5,0.0,Bank Transfer,Website
ORD-022069,10/03/2025,CUST-00573,STORE-010,PROD-0025,1,205.74,0.0,Wallet,Physical Store
ORD-011468,2025-01-03,CUST-03916,STORE-028,PROD-0075,1,50.63,0.0,Cash,Website
ORD-024718,08-10-2025,CUST-04570,STORE-015,PROD-0069,1,99.87,0.0,Bank Transfer,Marketplace
ORD-014317,2025-12-16,CUST-03964,STORE-015,PROD-0107,2,119.87,0.0,Credit Card,Website
ORD-002406,2025-12-15,CUST-03309,STORE-023,PROD-0110,2,309.14,0.0,Bank Transfer,Website
ORD-011209,2025-02-15,CUST-04639,STORE-010,PROD-0091,1,351.5,0.0,Wallet,Marketplace
ORD-013869,10-21-2025,CUST-00618,STORE-015,PROD-0111,4,135.63,0.0,Cash,Website
ORD-024040,2025-03-27,CUST-03133,STORE-007,PROD-0070,1,375.14,18.76,Credit Card,Marketplace
ORD-021055,21/10/2025,CUST-01072,STORE-002,PROD-0110,2,251.71,0.0,Cash,Marketplace
ORD-005976,2025-05-22,CUST-03982,STORE-006,PROD-0023,1,103.71,5.19,Wallet,Marketplace
ORD-004448,09-27-2025,CUST-03216,STORE-029,PROD-0070,1,483.72,24.19,Credit Card,Marketplace
ORD-016499,2025-03-25,CUST-02935,STORE-015,PROD-0052,1,92.92,4.65,Bank Transfer,Marketplace
ORD-006699,09-13-2025,CUST-00390,STORE-024,PROD-0111,1,102.21,10.22,Wallet,Website
ORD-010120,21/05/2025,CUST-04553,STORE-008,PROD-0120,2,109.42,32.83,Wallet,Physical Store
ORD-022206,2025-05-03,CUST-01457,STORE-016,PROD-0173,1,58.34,2.92,Cash,Website
ORD-014442,06/10/2025,CUST-02991,STORE-030,PROD-0003,2,380.58,0.0,Bank Transfer,Marketplace
ORD-011503,04-27-2025,CUST-01506,STORE-029,PROD-0149,2,59.39,5.94,Credit Card,Physical Store
ORD-017958,30/06/2025,CUST-04372,STORE-024,PROD-0076,1,158.33,172.95,Cash,Marketplace
ORD-015787,22/02/2025,CUST-03359,STORE-030,PROD-0013,2,405.25,40.53,Credit Card,Website
ORD-014611,06/06/2025,CUST-03201,STORE-030,PROD-0075,2,51.26,0.0,Debit Card,Mobile App
ORD-002268,2025-09-14,CUST-00648,STORE-013,PROD-0013,3,499.78,74.97,Wallet,Physical Store
ORD-003930,08-16-2025,CUST-01243,STORE-013,PROD-0167,1,98.13,24.53,Cash,Marketplace
ORD-005517,02/03/2025,CUST-02866,STORE-030,PROD-0118,1,16.3,0.0,Wallet,Physical Store
ORD-015197,07-20-2025,CUST-04987,STORE-013,PROD-0125,1,179.15,26.87,Cash,Mobile App
ORD-019947,18/05/2025,CUST-04765,STORE-003,PROD-0136,1,420.63,21.03,Bank Transfer,Website
ORD-001167,07/08/2025,CUST-02810,STORE-029,PROD-0030,2,525.93,52.59,Cash,Mobile App
ORD-009332,19/06/2025,CUST-02169,STORE-012,PROD-0047,2,51.48,10.3,Cash,Website
ORD-014514,11-27-2025,CUST-02810,STORE-013,PROD-0151,1,26.84,10.74,Credit Card,Website
ORD-006886,19/03/2025,CUST-01683,STORE-019,PROD-0129,1,218.87,10.94,Credit Card,Website
ORD-017714,06-25-2025,CUST-04718,STORE-022,PROD-0072,1,140.06,7.0,Debit Card,Mobile App
ORD-008248,22/10/2025,CUST-01445,STORE-018,PROD-0074,2,87.83,26.35,Cash,Website
ORD-018559,09-17-2025,CUST-00823,STORE-023,PROD-0025,3,213.84,64.15,Bank Transfer,Physical Store
ORD-012203,12-24-2025,CUST-04315,STORE-002,PROD-0087,1,106.99,5.35,Cash,Physical Store
ORD-020341,03/11/2025,CUST-00070,STORE-021,PROD-0019,1,54.05,0.0,Bank Transfer,Mobile App
ORD-024689,12/12/2025,CUST-01957,STORE-006,PROD-0110,2,377.71,37.77,Cash,Marketplace
ORD-008345,2025-05-01,CUST-03815,STORE-026,PROD-0122,2,381.17,38.12,Wallet,Physical Store
ORD-012567,13/07/2025,CUST-04195,STORE-003,PROD-0110,1,350.14,52.52,Wallet,Marketplace
ORD-003354,2025-10-28,CUST-01380,STORE-027,PROD-0134,4,17.08,6.83,Debit Card,Physical Store
ORD-019598,10-18-2025,CUST-01917,STORE-013,PROD-0034,1,621.48,31.07,Wallet,Physical Store
ORD-014150,2025-12-09,CUST-02034,STORE-007,PROD-0060,2,156.95,31.39,Debit Card,Website
ORD-021641,2025-06-21,CUST-01038,STORE-021,PROD-0130,2,236.65,0.0,Bank Transfer,Mobile App
ORD-020529,2025-01-14,CUST-00578,STORE-025,PROD-0138,1,512.52,0.0,Credit Card,Physical Store
ORD-005781,21/10/2025,CUST-02666,STORE-015,PROD-0164,1,261.43,39.21,Wallet,Marketplace
ORD-010878,12-27-2025,CUST-03933,STORE-013,PROD-0036,1,471.74,0.0,Credit Card,Website
ORD-019016,17/08/2025,CUST-03565,STORE-006,PROD-0129,2,232.83,46.57,Wallet,Mobile App
ORD-022543,04-27-2025,CUST-01428,STORE-018,PROD-0115,1,196.05,0.0,Debit Card,Mobile App
ORD-005051,2025-02-26,,STORE-005,PROD-0106,2,264.04,0.0,Debit Card,Marketplace
ORD-024126,2025-12-04,CUST-03661,STORE-006,PROD-0072,2,252.89,0.0,Debit Card,Physical Store
ORD-013397,08-26-2025,CUST-04279,STORE-028,PROD-0113,1,467.36,0.0,Cash,Website
ORD-014237,06/10/2025,CUST-02858,STORE-017,PROD-0011,1,182.06,9.1,Credit Card,Website
ORD-004575,07-09-2025,CUST-04187,STORE-025,PROD-0178,2,86.91,0.0,Debit Card,Marketplace
ORD-001372,2025-08-29,CUST-02935,STORE-019,PROD-0144,1,98.01,4.9,Bank Transfer,Website
ORD-022477,08-07-2025,CUST-01987,STORE-002,PROD-0168,3,368.56,0.0,Credit Card,Website
ORD-013905,20/09/2025,CUST-01493,STORE-004,PROD-0061,1,312.36,0.0,Debit Card,Marketplace
ORD-007572,08/09/2025,CUST-00540,STORE-015,PROD-0091,2,313.63,156.81,Bank Transfer,Website
ORD-021496,06-24-2025,CUST-01977,STORE-013,PROD-0100,4,531.61,0.0,Bank Transfer,Website
ORD-001206,01-28-2025,CUST-03456,STORE-023,PROD-0031,4,556.48,0.0,Credit Card,Mobile App
ORD-019550,19/04/2025,CUST-01045,STORE-004,PROD-0124,2,477.64,47.76,Cash,Marketplace
ORD-011545,2025-04-23,CUST-00882,STORE-019,PROD-0006,1,236.57,0.0,Cash,Marketplace
ORD-016400,02/12/2025,CUST-03261,STORE-001,PROD-0058,1,624.04,31.2,Bank Transfer,Mobile App
ORD-009620,08-05-2025,CUST-02964,STORE-001,PROD-0126,1,43.17,2.16,Bank Transfer,Mobile App
ORD-013658,06/11/2025,CUST-03939,STORE-004,PROD-0129,1,350.04,0.0,Debit Card,Website
ORD-009559,14/11/2025,CUST-04147,STORE-009,PROD-0068,2,25.64,2.56,Cash,Mobile App
ORD-005095,2025-02-07,CUST-00129,STORE-021,PROD-0091,2,385.57,0.0,Credit Card,Mobile App
ORD-006326,2025-04-26,CUST-01002,STORE-018,PROD-0164,1,174.7,0.0,Debit Card,Physical Store
ORD-004291,26/05/2025,CUST-02850,STORE-026,PROD-0091,2,185.96,37.19,Debit Card,Mobile App
ORD-013463,06-29-2025,CUST-03482,STORE-024,PROD-0027,2,32.29,3.23,Credit Card,Website
ORD-018631,25/11/2025,CUST-02959,STORE-019,PROD-0142,1,340.59,17.03,Cash,Marketplace
ORD-015488,11/09/2025,CUST-04402,STORE-024,PROD-0163,1,482.21,0.0,Debit Card,Website
ORD-006892,06-11-2025,CUST-04538,STORE-004,PROD-0155,2,380.2,190.1,Bank Transfer,Physical Store
ORD-014836,21/06/2025,CUST-01436,STORE-011,PROD-0057,1,360.31,18.02,Wallet,Website
ORD-002928,06-19-2025,CUST-01642,STORE-013,PROD-0173,4,51.9,20.76,Cash,Physical Store
ORD-022813,04-15-2025,CUST-01087,STORE-021,PROD-0023,1,126.15,0.0,Wallet,Mobile App
ORD-001871,14/06/2025,CUST-02154,STORE-012,PROD-0091,2,393.3,196.65,Bank Transfer,Marketplace
ORD-008869,09-02-2025,CUST-01225,STORE-015,PROD-0089,1,242.48,0.0,Debit Card,Marketplace
ORD-004592,23/12/2025,CUST-04277,STORE-020,PROD-0132,1,80.19,0.0,Credit Card,Marketplace
ORD-017979,2025-09-17,CUST-02184,STORE-003,PROD-0082,1,290.21,29.02,Bank Transfer,Website
ORD-000587,04-05-2025,CUST-01048,STORE-009,PROD-0070,2,441.39,0.0,Cash,Mobile App
ORD-016686,03-08-2025,CUST-01691,STORE-027,PROD-0132,1,144.63,14.46,Credit Card,Marketplace
ORD-012899,2025-11-20,CUST-02325,STORE-022,PROD-0152,3,215.48,0.0,Cash,Physical Store
ORD-012739,2025-02-05,CUST-01555,STORE-014,PROD-0176,1,116.03,0.0,Credit Card,Physical Store
ORD-003044,11/12/2025,CUST-01099,STORE-005,PROD-0179,1,275.01,41.25,Credit Card,Physical Store
ORD-024348,20/11/2025,CUST-02316,STORE-011,PROD-0129,1,280.18,42.03,Cash,Physical Store
ORD-018115,2025-10-15,CUST-04782,STORE-027,PROD-0056,2,366.98,0.0,Wallet,Physical Store
ORD-013200,27/05/2025,CUST-01652,STORE-026,PROD-0099,1,174.35,26.15,Debit Card,Website
ORD-023099,2025-03-16,CUST-02122,STORE-004,PROD-0029,2,384.03,115.21,Credit Card,Marketplace
ORD-018667,04-23-2025,CUST-00799,STORE-009,PROD-0157,1,53.89,0.0,Cash,Physical Store
ORD-017531,10/10/2025,CUST-00694,STORE-004,PROD-0145,2,34.21,0.0,Credit Card,Mobile App
ORD-005901,28/06/2025,CUST-01369,STORE-030,PROD-0008,1,456.51,68.48,Credit Card,Marketplace
ORD-016495,2025-11-08,CUST-03019,STORE-020,PROD-0163,1,573.03,85.95,Wallet,Marketplace
ORD-008892,2025-10-13,CUST-03553,STORE-022,PROD-0168,1,397.82,39.78,Wallet,Website
ORD-021440,2025-02-12,CUST-00964,STORE-015,PROD-0167,1,201.62,10.08,Wallet,Physical Store
ORD-023781,17/01/2025,CUST-01868,STORE-022,PROD-0006,1,172.14,0.0,Cash,Physical Store
ORD-010496,2025-10-20,CUST-02558,STORE-013,PROD-0081,1,305.72,76.43,Bank Transfer,Physical Store
ORD-015431,2025-05-12,CUST-00523,STORE-015,PROD-0132,2,160.85,0.0,Credit Card,Website
ORD-001188,11-18-2025,,STORE-019,PROD-0170,1,571.97,57.2,Wallet,Mobile App
ORD-010277,2025-03-29,CUST-01594,STORE-021,PROD-0024,3,278.07,333.68,Credit Card,Mobile App
ORD-012782,2025-08-14,CUST-02894,STORE-007,PROD-0073,1,346.61,17.33,Debit Card,Physical Store
ORD-013195,2025-05-01,CUST-00184,STORE-026,PROD-0077,2,14.53,1.45,Bank Transfer,Marketplace
ORD-023419,2025-04-12,CUST-02196,STORE-027,PROD-0026,1,342.52,34.25,Wallet,Marketplace
ORD-020986,2025-02-10,CUST-04083,STORE-025,PROD-0074,4,67.33,26.93,Cash,Mobile App
ORD-024414,11/04/2025,CUST-00722,STORE-015,PROD-0037,1,250.83,12.54,Debit Card,Mobile App
ORD-022843,14/09/2025,CUST-00882,STORE-018,PROD-0075,1,87.33,13.1,Cash,Physical Store
ORD-013174,2025-02-06,CUST-02412,STORE-011,PROD-0049,1,454.27,45.43,Debit Card,Physical Store
ORD-013839,07-06-2025,CUST-01294,STORE-029,PROD-0089,1,208.32,20.83,Bank Transfer,Marketplace
ORD-005628,02-16-2025,CUST-01427,STORE-001,PROD-0105,2,492.23,0.0,Credit Card,Website
ORD-023228,2025-04-04,CUST-01411,STORE-005,PROD-0136,1,308.77,15.44,Credit Card,Website
ORD-008059,10-22-2025,CUST-00722,STORE-013,PROD-0140,4,60.44,0.0,Credit Card,Marketplace
ORD-006428,02-11-2025,CUST-01072,STORE-017,PROD-0044,2,92.48,0.0,Credit Card,Physical Store
ORD-019043,28/05/2025,CUST-04966,STORE-017,PROD-0129,2,249.4,0.0,Cash,Mobile App
ORD-021868,08/08/2025,CUST-04032,STORE-015,PROD-0039,2,352.44,35.24,Debit Card,Mobile App
ORD-018470,2025-05-01,CUST-01124,STORE-017,PROD-0169,5,260.28,0.0,Debit Card,Marketplace
ORD-019374,09-25-2025,CUST-00406,STORE-025,PROD-0131,3,504.09,0.0,Bank Transfer,Physical Store
ORD-007242,10/10/2025,,STORE-016,PROD-0126,2,37.68,11.3,Cash,Mobile App
ORD-001040,2025-12-06,CUST-03290,STORE-003,PROD-0005,1,162.68,24.4,Credit Card,Physical Store
ORD-002134,2025-10-01,CUST-01282,STORE-021,PROD-0155,2,252.73,25.27,Bank Transfer,Mobile App
ORD-011027,07-09-2025,CUST-03439,STORE-018,PROD-0174,2,39.48,3.95,Wallet,Website
ORD-011317,02-26-2025,CUST-01306,STORE-021,PROD-0039,2,344.94,103.48,Wallet,Mobile App
ORD-021284,2025-11-23,CUST-01533,STORE-004,PROD-0023,1,112.28,11.23,Cash,Website
ORD-003335,10/04/2025,CUST-03476,STORE-016,PROD-0166,3,133.26,0.0,Credit Card,Website
ORD-009392,2025-11-20,CUST-04011,STORE-017,PROD-0113,2,507.78,50.78,Debit Card,Physical Store
ORD-012333,2025-07-22,CUST-04707,STORE-009,PROD-0061,1,472.1,23.61,Debit Card,Physical Store
ORD-018976,03-15-2025,CUST-01333,STORE-023,PROD-0159,1,184.14,9.21,Cash,Website
ORD-022140,12-28-2025,CUST-04357,STORE-008,PROD-0137,3,116.2,17.43,Cash,Marketplace
ORD-000827,2025-06-20,CUST-03050,STORE-011,PROD-0143,3,169.27,25.39,Credit Card,Physical Store
ORD-003009,24/11/2025,CUST-04154,STORE-012,PROD-0177,2,395.55,197.78,Cash,Physical Store
ORD-014239,2025-02-20,CUST-03126,STORE-009,PROD-0056,2,395.72,0.0,Credit Card,Physical Store
ORD-008083,2025-01-05,CUST-03252,STORE-028,PROD-0078,2,263.2,26.32,Cash,Website
ORD-001145,2025-10-06,CUST-04782,STORE-030,PROD-0096,2,197.04,0.0,Cash,Marketplace
ORD-012438,05-10-2025,CUST-00932,STORE-003,PROD-0168,2,505.69,50.57,Bank Transfer,Mobile App
ORD-004982,03-19-2025,CUST-01357,STORE-008,PROD-0150,3,166.61,74.97,Debit Card,Mobile App
ORD-004631,06-28-2025,CUST-02955,STORE-022,PROD-0030,2,344.21,0.0,Credit Card,Marketplace
ORD-010301,04-02-2025,CUST-00615,STORE-025,PROD-0082,2,340.12,0.0,Bank Transfer,Mobile App
ORD-001159,02-21-2025,CUST-01774,STORE-023,PROD-0178,2,122.52,0.0,Credit Card,Marketplace
ORD-005287,2025-10-22,CUST-02207,STORE-015,PROD-0038,1,222.82,0.0,Credit Card,Physical Store
ORD-014580,27/08/2025,CUST-04406,STORE-015,PROD-0034,3,324.53,0.0,Cash,Website
ORD-007662,02-21-2025,CUST-02932,STORE-020,PROD-0099,1,206.29,0.0,Debit Card,Physical Store
ORD-006966,2025-08-04,CUST-04502,STORE-023,PROD-0118,2,20.17,0.0,Wallet,Marketplace
ORD-009402,09/11/2025,CUST-00580,STORE-006,PROD-0165,1,291.94,0.0,Credit Card,Mobile App
ORD-001303,02-24-2025,CUST-02056,STORE-028,PROD-0031,1,314.21,15.71,Debit Card,Mobile App
ORD-023492,2025-03-05,CUST-00024,STORE-017,PROD-0179,2,262.99,52.6,Cash,Mobile App
ORD-019362,03-13-2025,CUST-04951,STORE-001,PROD-0116,1,261.11,0.0,Wallet,Mobile App
ORD-024675,2025-12-09,CUST-02152,STORE-008,PROD-0079,1,372.3,0.0,Bank Transfer,Physical Store
ORD-023579,2025-09-30,CUST-02450,STORE-026,PROD-0120,2,96.15,9.62,Bank Transfer,Website
ORD-013836,02-08-2025,CUST-01341,STORE-025,PROD-0040,2,92.31,9.23,Wallet,Marketplace
ORD-010076,22/10/2025,CUST-00601,STORE-018,PROD-0112,1,264.29,66.07,Wallet,Mobile App
ORD-009374,07/09/2025,CUST-02950,STORE-028,PROD-0139,2,82.15,0.0,Debit Card,Physical Store
ORD-018869,2025-02-26,CUST-03842,STORE-009,PROD-0071,1,504.99,126.25,Credit Card,Mobile App
ORD-024796,2025-05-22,CUST-03250,STORE-027,PROD-0171,1,588.85,147.21,Credit Card,Website
ORD-020624,2025-04-09,CUST-04131,STORE-006,PROD-0103,3,90.1,40.54,Bank Transfer,Website
ORD-003107,28/08/2025,CUST-02253,STORE-007,PROD-0109,2,216.48,64.94,Debit Card,Mobile App
ORD-004808,2025-12-24,CUST-01270,STORE-009,PROD-0122,1,356.08,0.0,Credit Card,Mobile App
ORD-007370,19/09/2025,CUST-04785,STORE-009,PROD-0098,1,85.47,21.37,Debit Card,Physical Store
ORD-020736,05/05/2025,CUST-00209,STORE-019,PROD-0159,2,235.61,47.12,Cash,Website
ORD-005764,2025-02-01,CUST-03399,STORE-010,PROD-0073,3,216.36,64.91,Bank Transfer,Marketplace
ORD-007556,2025-02-12,CUST-03832,STORE-002,PROD-0123,1,377.67,18.88,Cash,Website
ORD-009802,09-17-2025,CUST-04606,STORE-010,PROD-0105,1,661.52,0.0,Bank Transfer,Website
ORD-014546,07/06/2025,CUST-00398,STORE-025,PROD-0106,2,275.39,0.0,Bank Transfer,Marketplace
ORD-020246,2025-05-18,CUST-03298,STORE-011,PROD-0038,1,373.91,56.09,Bank Transfer,Website
ORD-015206,27/12/2025,CUST-04483,STORE-025,PROD-0064,2,234.08,0.0,Cash,Mobile App
ORD-011400,2025-01-15,CUST-01772,STORE-008,PROD-0144,1,106.76,0.0,Bank Transfer,Marketplace
ORD-013260,20/03/2025,CUST-04575,STORE-001,PROD-0061,2,269.97,0.0,Cash,Physical Store
ORD-017180,01-30-2025,CUST-04513,STORE-011,PROD-0113,1,530.93,0.0,Cash,Website
ORD-009543,07/12/2025,CUST-02162,STORE-012,PROD-0157,1,44.97,4.5,Wallet,Mobile App
ORD-016314,03-10-2025,CUST-01188,STORE-003,PROD-0019,1,43.01,0.0,Bank Transfer,Physical Store
ORD-004206,2025-02-17,CUST-00961,STORE-023,PROD-0084,1,150.42,0.0,Bank Transfer,Website
ORD-024784,08/08/2025,CUST-04640,STORE-014,PROD-0048,2,399.4,0.0,Bank Transfer,Marketplace
ORD-016814,11/05/2025,CUST-04775,STORE-030,PROD-0027,1,32.81,0.0,Bank Transfer,Website
ORD-010105,09/04/2025,CUST-02716,STORE-006,PROD-0160,2,124.71,0.0,Credit Card,Marketplace
ORD-002894,14/05/2025,CUST-02940,STORE-007,PROD-0083,4,397.81,238.69,Wallet,Website
ORD-023324,11/09/2025,CUST-02375,STORE-022,PROD-0042,1,41.4,0.0,Cash,Marketplace
ORD-009186,2025-11-24,CUST-03960,STORE-022,PROD-0145,2,33.31,6.66,Credit Card,Physical Store
ORD-019169,16/05/2025,CUST-02350,STORE-004,PROD-0118,5,14.57,0.0,Credit Card,Mobile App
ORD-007604,12/09/2025,CUST-02075,STORE-011,PROD-0035,5,232.58,0.0,Cash,Physical Store
ORD-000219,2025-01-03,CUST-04269,STORE-011,PROD-0176,1,158.42,0.0,Cash,Marketplace
ORD-021245,31/05/2025,CUST-01881,STORE-013,PROD-0109,4,303.18,60.64,Credit Card,Website
ORD-019127,03-25-2025,CUST-04740,STORE-007,PROD-0042,1,25.2,0.0,Debit Card,Website
ORD-006467,03-25-2025,CUST-01132,STORE-014,PROD-0094,1,602.65,30.13,Wallet,Mobile App
ORD-002967,03-30-2025,CUST-03788,STORE-008,PROD-0127,1,218.56,0.0,Cash,Website
ORD-008966,14/10/2025,CUST-03041,STORE-023,PROD-0147,2,72.91,0.0,Bank Transfer,Website
ORD-004473,03-28-2025,CUST-04144,STORE-001,PROD-0092,1,530.24,0.0,Credit Card,Website
ORD-006519,03/06/2025,CUST-02660,STORE-023,PROD-0075,1,71.03,0.0,Wallet,Website
ORD-002877,2025-05-06,,STORE-025,PROD-0119,1,434.83,65.22,Cash,Website
ORD-016982,2025-04-12,,STORE-023,PROD-0045,1,170.49,0.0,Wallet,Marketplace
ORD-006903,2025-03-19,CUST-02706,STORE-010,PROD-0162,1,137.48,6.87,Credit Card,Physical Store
ORD-017355,2025-06-08,CUST-02219,STORE-011,PROD-0168,2,442.03,88.41,Debit Card,Mobile App
ORD-016734,08-07-2025,CUST-00674,STORE-027,PROD-0155,1,217.25,32.59,Bank Transfer,Mobile App
ORD-003209,2025-10-05,CUST-00708,STORE-007,PROD-0041,1,226.3,0.0,Cash,Physical Store
ORD-022783,03-07-2025,CUST-00232,STORE-025,PROD-0148,2,52.28,0.0,Wallet,Marketplace
ORD-013078,2025-06-16,CUST-04514,STORE-007,PROD-0111,1,121.83,0.0,Credit Card,Mobile App
ORD-002791,11/10/2025,CUST-03472,STORE-027,PROD-0143,2,150.31,15.03,Debit Card,Physical Store
ORD-018380,02-25-2025,,STORE-020,PROD-0043,1,77.83,7.78,Wallet,Marketplace
ORD-022448,11-11-2025,CUST-04870,STORE-015,PROD-0129,1,380.72,0.0,Credit Card,Website
ORD-008376,20/09/2025,CUST-04786,STORE-024,PROD-0151,1,24.58,0.0,Cash,Marketplace
