return_id,order_id,product_id,return_date,return_reason,refunded_amount
RET-000378,ORD-008916,PROD-0144,2025-02-03,Late delivery,106.31
RET-000379,ORD-008735,PROD-0004,04-10-2025,Damaged item,899.4
RET-000380,ORD-000946,PROD-0161,2025-02-23,Late delivery,72.82
RET-000381,ORD-014159,PROD-0093,2025-07-22,Wrong size,486.09
RET-000382,ORD-021434,PROD-0065,01-29-2025,Wrong size,221.71
RET-000383,ORD-012414,PROD-0073,04-11-2025,Damaged item,449.36
RET-000384,ORD-021227,PROD-0044,2025-07-18,Product not as described,84.53
RET-000385,ORD-002040,PROD-0117,03-20-2025,Late delivery,508.11
RET-000386,ORD-009560,PROD-0022,2025-05-21,Wrong size,319.82
RET-000387,ORD-006210,PROD-0068,15/07/2025,Defective product,25.83
RET-000388,ORD-019565,PROD-0120,12/06/2025,Changed mind,86.2
RET-000389,ORD-003732,PROD-0172,03-06-2025,Wrong size,394.5
RET-000390,ORD-021184,PROD-0001,2025-06-30,Damaged item,495.24
RET-000391,ORD-002153,PROD-0060,11-02-2025,Product not as described,880.51
RET-000392,ORD-001004,PROD-0032,2025-05-14,Damaged item,125.09
RET-000393,ORD-006316,PROD-0071,11-16-2025,Changed mind,341.28
RET-000394,ORD-017546,PROD-0146,2025-05-10,Wrong size,271.24
RET-000395,ORD-015574,PROD-0119,18/11/2025,Defective product,1149.09
RET-000396,ORD-019865,PROD-0107,03-31-2025,Product not as described,78.91
RET-000397,ORD-012046,PROD-0080,10/06/2025,Product not as described,234.58
RET-000398,ORD-023140,PROD-0044,07-22-2025,Product not as described,57.98
RET-000399,ORD-010845,PROD-0001,2025-04-30,Product not as described,216.26
RET-000400,ORD-003255,PROD-0014,04/09/2025,Damaged item,885.89
RET-000401,ORD-019785,PROD-0071,2025-10-01,Product not as described,296.8
RET-000402,ORD-021469,PROD-0017,2025-06-17,Changed mind,83.75
RET-000403,ORD-002306,PROD-0093,2025-12-14,Damaged item,623.16
RET-000404,ORD-017706,PROD-0098,07-29-2025,Damaged item,131.22
RET-000405,ORD-018498,PROD-0129,07-04-2025,Wrong size,869.24
RET-000406,ORD-020544,PROD-0173,2025-05-17,Damaged item,184.36
RET-000407,ORD-018650,PROD-0068,2025-10-02,Product not as described,51.36
RET-000408,ORD-024240,PROD-0138,2025-08-03,Late delivery,1398.28
RET-000409,ORD-006967,PROD-0045,2025-03-04,Wrong size,161.58
RET-000410,ORD-002024,PROD-0165,2025-07-12,Late delivery,322.64
RET-000411,ORD-024108,PROD-0171,2025-10-03,Wrong size,457.55
RET-000412,ORD-003348,PROD-0132,18/03/2025,Wrong size,89.0
RET-000413,ORD-020697,PROD-0053,03-18-2025,Product not as described,25.56
RET-000414,ORD-006008,PROD-0176,04-05-2025,Damaged item,218.83
RET-000415,ORD-004835,PROD-0178,06/01/2026,Changed mind,356.7
RET-000416,ORD-011197,PROD-0074,14/12/2025,Defective product,97.44
RET-000417,ORD-003406,PROD-0117,03-27-2025,Changed mind,192.47
RET-000418,ORD-023311,PROD-0172,2026-01-02,Defective product,183.07
RET-000419,ORD-024933,PROD-0028,11-23-2025,Late delivery,375.25
RET-000420,ORD-002060,PROD-0120,2025-10-10,Changed mind,65.92
RET-000421,ORD-007620,PROD-0116,12-28-2025,Damaged item,362.01
RET-000422,ORD-007577,PROD-0063,2025-12-13,Defective product,58.52
RET-000423,ORD-001182,PROD-0173,11/10/2025,Late delivery,55.34
RET-000424,ORD-006417,PROD-0051,14/03/2025,Product not as described,150.93
RET-000425,ORD-013153,PROD-0020,08-02-2025,Wrong size,1558.67
RET-000426,ORD-019582,PROD-0079,08-12-2025,Damaged item,276.94
RET-000427,ORD-009923,PROD-0074,23/08/2025,Product not as described,55.26
RET-000428,ORD-005971,PROD-0166,05-24-2025,Damaged item,522.85
RET-000429,ORD-003787,PROD-0035,15/03/2025,Damaged item,424.24
RET-000430,ORD-021171,PROD-0071,23/06/2025,Changed mind,878.56
RET-000431,ORD-005090,PROD-0026,28/02/2025,Late delivery,243.07
RET-000432,ORD-008215,PROD-0028,09-22-2025,Damaged item,315.02
RET-000433,ORD-018178,PROD-0032,03/05/2025,Defective product,171.29
RET-000434,ORD-002490,PROD-0122,2025-01-15,Product not as described,373.89
RET-000435,ORD-022540,PROD-0129,2025-10-22,Late delivery,204.54
RET-000436,ORD-010527,PROD-0168,04-23-2025,Product not as described,296.48
RET-000437,ORD-000535,PROD-0179,05/06/2025,Defective product,227.78
RET-000438,ORD-006360,PROD-0134,2025-05-22,Damaged item,35.0
RET-000439,ORD-018010,PROD-0039,2025-06-25,Defective product,1220.65
RET-000440,ORD-009320,PROD-0118,2025-05-26,Damaged item,50.3
RET-000441,ORD-019371,PROD-0157,2025-11-15,Damaged item,100.74
RET-000442,ORD-000722,PROD-0088,2025-03-04,Changed mind,212.8
RET-000443,ORD-008198,PROD-0064,04-14-2025,Wrong size,849.46
RET-000444,ORD-016078,PROD-0159,2025-10-05,Late delivery,263.38
RET-000445,ORD-004593,PROD-0109,2025-02-19,Wrong size,263.07
RET-000446,ORD-008932,PROD-0158,26/10/2025,Wrong size,211.58
RET-000447,ORD-008639,PROD-0121,2025-08-30,Damaged item,230.43
RET-000448,ORD-006441,PROD-0121,2025-05-06,Product not as described,219.47
RET-000449,ORD-013413,PROD-0016,03/06/2025,Late delivery,224.89
RET-000450,ORD-004599,PROD-0131,2025-01-17,Late delivery,454.64
RET-000451,ORD-008779,PROD-0026,2025-12-21,Changed mind,833.89
RET-000452,ORD-024766,PROD-0058,02-20-2025,Product not as described,388.25
RET-000453,ORD-014899,PROD-0166,14/03/2025,Product not as described,466.0
RET-000454,ORD-022268,PROD-0116,2025-08-13,Late delivery,314.69
RET-000455,ORD-024666,PROD-0088,2025-09-24,Wrong size,188.15
RET-000456,ORD-011916,PROD-0051,2025-03-16,Damaged item,114.17
RET-000457,ORD-006304,PROD-0056,2025-12-28,Late delivery,696.84
RET-000458,ORD-020199,PROD-0132,01-11-2025,Damaged item,204.25
RET-000459,ORD-007209,PROD-0161,03-26-2025,Product not as described,49.94
RET-000460,ORD-022780,PROD-0073,15/01/2025,Damaged item,584.5
RET-000461,ORD-014112,PROD-0134,27/03/2025,Wrong size,20.97
RET-000462,ORD-007950,PROD-0106,28/08/2025,Product not as described,268.09
RET-000463,ORD-006752,PROD-0004,09-24-2025,Damaged item,509.62
RET-000464,ORD-008117,PROD-0093,01-15-2025,Defective product,251.74
RET-000465,ORD-010911,PROD-0125,05/03/2025,Late delivery,241.22
RET-000466,ORD-015118,PROD-0160,04-09-2025,Changed mind,126.79
RET-000467,ORD-014967,PROD-0066,01-12-2026,Product not as described,224.25
RET-000468,ORD-008353,PROD-0042,19/05/2025,Damaged item,65.97
RET-000469,ORD-013942,PROD-0135,2025-10-01,Defective product,1165.86
RET-000470,ORD-021501,PROD-0020,2025-07-04,Late delivery,426.08
RET-000471,ORD-003506,PROD-0168,2025-07-27,Damaged item,680.78
RET-000472,ORD-022113,PROD-0050,04-22-2025,Defective product,347.29
RET-000473,ORD-018368,PROD-0040,10/04/2025,Late delivery,235.08
RET-000474,ORD-009155,PROD-0049,14/04/2025,Product not as described,658.84
RET-000475,ORD-006916,PROD-0057,12/07/2025,Damaged item,992.9
RET-000476,ORD-010605,PROD-0099,2025-03-15,Changed mind,226.24
RET-000477,ORD-024388,PROD-0024,2025-04-01,Wrong size,226.76
RET-000478,ORD-003007,PROD-0149,07/02/2025,Damaged item,29.78
RET-000479,ORD-010610,PROD-0070,10-26-2025,Changed mind,1179.03
RET-000480,ORD-002931,PROD-0178,2025-10-07,Late delivery,177.04
RET-000481,ORD-008965,PROD-0122,2025-07-28,Defective product,540.57
RET-000482,ORD-009243,PROD-0013,04/04/2025,Changed mind,511.86
RET-000483,ORD-000038,PROD-0097,2026-01-25,Damaged item,147.58
RET-000484,ORD-018021,PROD-0088,05-13-2025,Late delivery,258.09
RET-000485,ORD-008162,PROD-0041,23/03/2025,Product not as described,303.26
RET-000486,ORD-017537,PROD-0109,21/11/2025,Wrong size,229.9
RET-000487,ORD-005497,PROD-0096,03-09-2025,Damaged item,153.66
RET-000488,ORD-019453,PROD-0136,08/12/2025,Product not as described,564.34
RET-000489,ORD-001028,PROD-0150,2025-12-12,Product not as described,166.16
RET-000490,ORD-020147,PROD-0150,12-26-2025,Wrong size,192.98
RET-000491,ORD-014435,PROD-0146,11-22-2025,Wrong size,294.16
RET-000492,ORD-024803,PROD-0088,2025-10-20,Late delivery,144.29
RET-000493,ORD-013903,PROD-0119,2025-01-19,Defective product,2394.0
RET-000494,ORD-001822,PROD-0155,2025-11-27,Product not as described,304.6
RET-000495,ORD-005562,PROD-0114,07/04/2025,Defective product,949.86
RET-000496,ORD-009914,PROD-0024,27/03/2025,Damaged item,340.24
RET-000497,ORD-007607,PROD-0009,13/12/2025,Changed mind,38.63
RET-000498,ORD-015204,PROD-0110,27/04/2025,Product not as described,220.85
RET-000499,ORD-002245,PROD-0097,05-19-2025,Defective product,258.38
RET-000500,ORD-002709,PROD-0121,05/08/2025,Changed mind,238.24
RET-000501,ORD-004906,PROD-0002,2025-08-18,Changed mind,33.83
RET-000502,ORD-014994,PROD-0095,07-24-2025,Late delivery,510.41
RET-000503,ORD-024846,PROD-0155,08-27-2025,Late delivery,388.7
RET-000504,ORD-023851,PROD-0008,03/07/2025,Damaged item,588.98
RET-000505,ORD-007438,PROD-0165,2025-04-09,Wrong size,1064.04
RET-000506,ORD-008696,PROD-0171,2025-07-22,Defective product,682.56
RET-000507,ORD-000494,PROD-0055,23/07/2025,Defective product,677.89
RET-000508,ORD-003027,PROD-0013,2026-01-05,Defective product,1135.54
RET-000509,ORD-005168,PROD-0139,2025-12-01,Wrong size,226.62
RET-000510,ORD-013147,PROD-0144,08-15-2025,Wrong size,196.81
RET-000511,ORD-016539,PROD-0006,2025-09-07,Changed mind,216.75
RET-000512,ORD-015001,PROD-0029,11/12/2025,Defective product,339.55
RET-000513,ORD-007851,PROD-0179,11-08-2025,Changed mind,156.34
RET-000514,ORD-009166,PROD-0083,2025-04-03,Damaged item,513.58
RET-000515,ORD-006127,PROD-0039,07-15-2025,Damaged item,416.36
RET-000516,ORD-006006,PROD-0011,06-30-2025,Damaged item,372.0
RET-000517,ORD-014943,PROD-0080,04-02-2025,Late delivery,84.56
RET-000518,ORD-010800,PROD-0108,2025-04-05,Late delivery,543.17
RET-000519,ORD-010068,PROD-0050,2025-08-04,Wrong size,251.96
RET-000520,ORD-009054,PROD-0026,01-04-2026,Wrong size,191.78
RET-000521,ORD-019355,PROD-0099,26/05/2025,Wrong size,213.09
RET-000522,ORD-012517,PROD-0099,17/12/2025,Defective product,131.13
RET-000523,ORD-007369,PROD-0006,01/07/2025,Changed mind,353.0
RET-000524,ORD-023841,PROD-0097,2025-12-15,Defective product,174.35
RET-000525,ORD-019519,PROD-0072,05-05-2025,Defective product,237.18
RET-000526,ORD-008657,PROD-0061,03/11/2025,Product not as described,1869.28
RET-000527,ORD-013894,PROD-0063,2025-03-30,Damaged item,58.68
RET-000528,ORD-009988,PROD-0124,27/07/2025,Damaged item,331.93
RET-000529,ORD-018431,PROD-0024,2026-01-21,Changed mind,1273.47
RET-000530,ORD-010141,PROD-0164,16/05/2025,Product not as described,220.47
RET-000531,ORD-012033,PROD-0159,04-15-2025,Damaged item,280.85
RET-000532,ORD-001161,PROD-0136,27/10/2025,Damaged item,752.54
RET-000533,ORD-017996,PROD-0138,2025-07-10,Defective product,443.89
RET-000534,ORD-010740,PROD-0148,08-07-2025,Product not as described,57.52
RET-000535,ORD-016289,PROD-0095,2025-04-22,Wrong size,760.42
RET-000536,ORD-010447,PROD-0055,12-09-2025,Defective product,361.66
RET-000537,ORD-024426,PROD-0033,2025-07-10,Wrong size,8.91
RET-000538,ORD-021664,PROD-0055,29/09/2025,Wrong size,1765.59
RET-000539,ORD-022784,PROD-0031,2026-01-03,Late delivery,2317.44
RET-000540,ORD-015934,PROD-0019,09/05/2025,Changed mind,45.01
RET-000541,ORD-020561,PROD-0104,2025-07-22,Product not as described,474.45
RET-000542,ORD-002422,PROD-0035,28/10/2025,Changed mind,1463.96
RET-000543,ORD-020195,PROD-0048,07-30-2025,Late delivery,400.06
RET-000544,ORD-024743,PROD-0090,26/09/2025,Wrong size,137.6
RET-000545,ORD-009226,PROD-0096,08-02-2025,Damaged item,173.47
RET-000546,ORD-022909,PROD-0003,2025-07-04,Changed mind,899.46
RET-000547,ORD-014589,PROD-0173,2025-03-17,Wrong size,266.73
RET-000548,ORD-006674,PROD-0153,2025-02-14,Defective product,996.46
RET-000549,ORD-006497,PROD-0119,2025-08-02,Late delivery,388.12
RET-000550,ORD-005855,PROD-0059,08/10/2025,Product not as described,653.14
RET-000551,ORD-018948,PROD-0167,2025-09-19,Wrong size,322.44
RET-000552,ORD-003815,PROD-0058,29/06/2025,Damaged item,428.08
RET-000553,ORD-001817,PROD-0169,05/11/2025,Wrong size,602.57
RET-000554,ORD-015376,PROD-0037,2025-08-04,Damaged item,270.5
RET-000555,ORD-017099,PROD-0003,01-01-2026,Product not as described,1190.38
RET-000556,ORD-013397,PROD-0113,10/09/2025,Defective product,467.36
RET-000557,ORD-016930,PROD-0049,14/11/2025,Defective product,230.16
RET-000558,ORD-003859,PROD-0077,10-31-2025,Defective product,21.86
RET-000559,ORD-011846,PROD-0078,2025-07-08,Changed mind,261.04
RET-000560,ORD-007053,PROD-0081,2026-01-23,Product not as described,1073.28
RET-000561,ORD-008672,PROD-0097,03-04-2025,Damaged item,645.03
RET-000562,ORD-019464,PROD-0112,01-18-2025,Product not as described,682.2
RET-000563,ORD-003079,PROD-0043,2025-10-02,Late delivery,199.67
RET-000564,ORD-002822,PROD-0032,11-28-2025,Late delivery,333.41
RET-000565,ORD-023544,PROD-0139,03/11/2025,Wrong size,107.12
RET-000566,ORD-019867,PROD-0086,2025-06-18,Defective product,424.76
RET-000567,ORD-022148,PROD-0173,30/09/2025,Wrong size,131.95
RET-000568,ORD-019189,PROD-0133,2025-06-24,Changed mind,405.91
RET-000569,ORD-012631,PROD-0103,04/03/2025,Wrong size,82.44
RET-000570,ORD-023438,PROD-0170,28/09/2025,Wrong size,540.69
RET-000571,ORD-007180,PROD-0141,05-19-2025,Late delivery,241.14
RET-000572,ORD-012561,PROD-0077,01-18-2026,Changed mind,7.28
RET-000573,ORD-014636,PROD-0179,06-29-2025,Changed mind,243.6
RET-000574,ORD-019738,PROD-0070,07/12/2025,Changed mind,450.31
RET-000575,ORD-018772,PROD-0094,09-02-2025,Wrong size,1934.78
RET-000576,ORD-020871,PROD-0034,2025-02-06,Product not as described,1172.72
RET-000577,ORD-015818,PROD-0018,17/04/2025,Product not as described,1571.48
RET-000578,ORD-005743,PROD-0035,2025-06-09,Product not as described,316.87
RET-000579,ORD-015255,PROD-0144,2025-09-23,Changed mind,80.53
RET-000580,ORD-014708,PROD-0050,22/05/2025,Damaged item,1210.71
RET-000581,ORD-013966,PROD-0151,12-05-2025,Wrong size,49.05
RET-000582,ORD-009346,PROD-0017,14/06/2025,Damaged item,150.37
RET-000583,ORD-006330,PROD-0032,02-21-2025,Damaged item,290.8
RET-000584,ORD-000922,PROD-0075,07-24-2025,Changed mind,55.4
RET-000585,ORD-021802,PROD-0116,13/11/2025,Changed mind,407.81
RET-000586,ORD-011179,PROD-0146,2025-11-07,Product not as described,394.13
RET-000587,ORD-021989,PROD-0023,2025-10-29,Defective product,931.23
RET-000588,ORD-018904,PROD-0173,08-17-2025,Late delivery,272.76
RET-000589,ORD-004167,PROD-0138,04-21-2025,Defective product,364.74
RET-000590,ORD-003529,PROD-0176,2025-07-05,Damaged item,618.56
RET-000591,ORD-017722,PROD-0092,20/12/2025,Late delivery,1180.86
RET-000592,ORD-016876,PROD-0052,2026-01-05,Product not as described,50.65
RET-000593,ORD-008023,PROD-0142,02-22-2025,Product not as described,518.65
RET-000594,ORD-023287,PROD-0138,2025-06-15,Changed mind,385.37
RET-000595,ORD-018776,PROD-0122,01/06/2025,Wrong size,480.81
RET-000596,ORD-004352,PROD-0166,2025-12-08,Product not as described,272.55
RET-000597,ORD-018188,PROD-0106,2025-06-22,Defective product,180.2
RET-000598,ORD-007013,PROD-0026,07-28-2025,Wrong size,377.8
RET-000599,ORD-021102,PROD-0062,11-08-2025,Wrong size,479.18
RET-000600,ORD-003994,PROD-0116,2025-07-06,Defective product,1012.15
RET-000601,ORD-004619,PROD-0046,09-22-2025,Defective product,233.6
RET-000602,ORD-000081,PROD-0073,2025-01-30,Product not as described,774.62
RET-000603,ORD-006130,PROD-0049,2025-04-25,Wrong size,440.18
RET-000604,ORD-013529,PROD-0119,18/06/2025,Defective product,1025.58
RET-000605,ORD-005389,PROD-0116,2025-12-18,Product not as described,443.64
RET-000606,ORD-014256,PROD-0132,28/04/2025,Product not as described,181.21
RET-000607,ORD-010060,PROD-0153,10-01-2025,Product not as described,822.85
RET-000608,ORD-007565,PROD-0004,08-09-2025,Product not as described,222.62
RET-000609,ORD-017926,PROD-0097,2025-05-17,Wrong size,658.78
RET-000610,ORD-015676,PROD-0087,07-29-2025,Damaged item,293.61
RET-000611,ORD-009647,PROD-0025,01-25-2025,Late delivery,477.45
RET-000612,ORD-010496,PROD-0081,12-03-2025,Late delivery,229.29
RET-000613,ORD-002137,PROD-0145,02-03-2025,Product not as described,27.2
RET-000614,ORD-019110,PROD-0152,07-09-2025,Changed mind,200.6
RET-000615,ORD-009594,PROD-0058,2025-03-12,Wrong size,653.89
RET-000616,ORD-019159,PROD-0024,2025-08-25,Changed mind,286.15
RET-000617,ORD-020443,PROD-0173,2025-08-28,Product not as described,154.95
RET-000618,ORD-002614,PROD-0021,11-23-2025,Defective product,298.1
RET-000619,ORD-006459,PROD-0088,2025-10-01,Late delivery,553.62
RET-000620,ORD-010150,PROD-0123,2025-03-04,Damaged item,327.19
RET-000621,ORD-008253,PROD-0130,2025-04-03,Late delivery,2079.8
RET-000622,ORD-024734,PROD-0035,2025-04-08,Product not as described,1315.16
RET-000623,ORD-009858,PROD-0027,09/09/2025,Late delivery,37.77
RET-000624,ORD-009371,PROD-0035,28/05/2025,Damaged item,410.38
RET-000625,ORD-015478,PROD-0146,27/03/2025,Changed mind,810.8
RET-000626,ORD-016756,PROD-0167,03/08/2025,Defective product,122.29
RET-000627,ORD-017001,PROD-0163,06-17-2025,Late delivery,594.05
RET-000628,ORD-017081,PROD-0034,14/12/2025,Defective product,409.66
RET-000629,ORD-013221,PROD-0059,16/02/2025,Changed mind,406.64
RET-000630,ORD-005383,PROD-0081,05/05/2025,Changed mind,429.42
RET-000631,ORD-004107,PROD-0055,01-18-2026,Defective product,613.95
RET-000632,ORD-020555,PROD-0148,10-11-2025,Product not as described,41.87
RET-000633,ORD-016058,PROD-0021,05-18-2025,Changed mind,1177.76
RET-000634,ORD-018788,PROD-0131,2025-09-06,Damaged item,430.31
RET-000635,ORD-018700,PROD-0008,2025-09-21,Damaged item,326.88
RET-000636,ORD-012582,PROD-0122,2025-01-31,Product not as described,830.38
RET-000637,ORD-015833,PROD-0054,22/03/2025,Wrong size,268.42
RET-000638,ORD-008137,PROD-0062,02/02/2026,Damaged item,394.25
RET-000639,ORD-021782,PROD-0048,03/03/2025,Defective product,315.02
RET-000640,ORD-022028,PROD-0039,2025-09-25,Changed mind,710.18
RET-000641,ORD-024818,PROD-0132,01-07-2026,Defective product,404.67
RET-000642,ORD-008617,PROD-0137,06/04/2025,Changed mind,219.96
RET-000643,ORD-015755,PROD-0065,15/06/2025,Damaged item,445.04
RET-000644,ORD-022680,PROD-0104,01-08-2026,Late delivery,291.92
RET-000645,ORD-013200,PROD-0099,2025-07-03,Changed mind,148.2
RET-000646,ORD-020403,PROD-0111,2025-12-08,Defective product,203.53
RET-000647,ORD-021660,PROD-0061,2025-12-22,Changed mind,537.25
RET-000648,ORD-000428,PROD-0132,2025-04-21,Late delivery,317.92
RET-000649,ORD-020906,PROD-0167,2026-01-08,Wrong size,104.73
RET-000650,ORD-007484,PROD-0063,10-17-2025,Wrong size,27.96
RET-000651,ORD-020959,PROD-0091,05-20-2025,Late delivery,400.36
RET-000652,ORD-018726,PROD-0092,2025-12-09,Product not as described,404.89
RET-000653,ORD-013651,PROD-0015,07-16-2025,Wrong size,150.27
RET-000654,ORD-015733,PROD-0110,12-20-2025,Product not as described,752.11
RET-000655,ORD-023417,PROD-0047,02/04/2025,Damaged item,91.28
RET-000656,ORD-013565,PROD-0123,11-02-2025,Product not as described,216.26
RET-000657,ORD-015179,PROD-0176,28/06/2025,Product not as described,115.3
RET-000658,ORD-017446,PROD-0078,17/01/2025,Defective product,526.22
RET-000659,ORD-019116,PROD-0018,08-22-2025,Defective product,301.88
RET-000660,ORD-011831,PROD-0179,05-30-2025,Changed mind,475.7
RET-000661,ORD-024941,PROD-0122,07/02/2025,Defective product,1119.2
RET-000662,ORD-001721,PROD-0121,2025-12-02,Changed mind,540.47
RET-000663,ORD-004865,PROD-0081,27/05/2025,Product not as described,365.04
RET-000664,ORD-001961,PROD-0011,08-21-2025,Defective product,711.47
RET-000665,ORD-019359,PROD-0161,12/09/2025,Product not as described,228.1
RET-000666,ORD-021049,PROD-0063,11-25-2025,Defective product,48.15
RET-000667,ORD-022922,PROD-0051,2025-10-09,Defective product,144.23
RET-000668,ORD-016091,PROD-0096,12/06/2025,Late delivery,231.63
RET-000669,ORD-000958,PROD-0037,10-12-2025,Damaged item,431.56
RET-000670,ORD-012747,PROD-0072,2025-03-15,Damaged item,175.03
RET-000671,ORD-016204,PROD-0058,06/04/2025,Product not as described,389.69
RET-000672,ORD-015088,PROD-0104,23/12/2025,Product not as described,1072.25
RET-000673,ORD-011769,PROD-0045,2025-12-28,Wrong size,487.32
RET-000674,ORD-016581,PROD-0036,07/06/2025,Damaged item,1171.84
RET-000675,ORD-002838,PROD-0156,04/11/2025,Damaged item,198.13
RET-000676,ORD-017066,PROD-0092,15/02/2025,Product not as described,808.81
RET-000677,ORD-007305,PROD-0001,17/04/2025,Product not as described,154.89
RET-000678,ORD-002895,PROD-0057,11/02/2025,Wrong size,686.6
RET-000679,ORD-018177,PROD-0158,02-04-2025,Product not as described,624.81
RET-000680,ORD-011676,PROD-0083,02-20-2025,Wrong size,1191.74
RET-000681,ORD-014845,PROD-0016,03/02/2025,Product not as described,446.67
RET-000682,ORD-003686,PROD-0122,17/07/2025,Changed mind,357.44
RET-000683,ORD-013625,PROD-0114,06/02/2025,Defective product,437.71
RET-000684,ORD-001279,PROD-0148,2025-06-20,Wrong size,142.92
RET-000685,ORD-001517,PROD-0016,06/06/2025,Product not as described,1058.52
RET-000686,ORD-013489,PROD-0098,22/03/2025,Damaged item,86.98
RET-000687,ORD-012066,PROD-0078,2025-12-22,Product not as described,455.74
RET-000688,ORD-014099,PROD-0130,08-06-2025,Damaged item,976.68
RET-000689,ORD-023876,PROD-0139,07-17-2025,Late delivery,167.55
RET-000690,ORD-010973,PROD-0020,2025-05-25,Damaged item,1522.47
RET-000691,ORD-019138,PROD-0155,2026-01-16,Defective product,433.44
RET-000692,ORD-003063,PROD-0109,2025-07-01,Late delivery,513.63
RET-000693,ORD-016010,PROD-0092,2025-10-22,Defective product,390.47
RET-000694,ORD-018227,PROD-0168,03-22-2025,Damaged item,796.04
RET-000695,ORD-023618,PROD-0032,26/03/2025,Late delivery,81.26
RET-000696,ORD-020436,PROD-0043,2025-03-22,Changed mind,70.27
RET-000697,ORD-010638,PROD-0106,14/03/2025,Product not as described,606.31
RET-000698,ORD-012816,PROD-0031,03-01-2025,Damaged item,657.99
RET-000699,ORD-010373,PROD-0164,2025-12-23,Late delivery,1004.98
RET-000700,ORD-004705,PROD-0022,02/09/2025,Wrong size,402.49
RET-000701,ORD-012222,PROD-0029,2025-10-27,Changed mind,723.08
RET-000702,ORD-012052,PROD-0148,25/01/2025,Defective product,52.77
RET-000703,ORD-002400,PROD-0035,2025-08-29,Late delivery,331.71
RET-000704,ORD-020202,PROD-0144,05-07-2025,Defective product,117.44
RET-000705,ORD-017635,PROD-0052,2025-01-11,Changed mind,109.82
RET-000706,ORD-018016,PROD-0064,13/05/2025,Product not as described,674.84
RET-000707,ORD-005542,PROD-0141,07-05-2025,Changed mind,298.44
RET-000708,ORD-017518,PROD-0171,23/01/2026,Changed mind,305.21
RET-000709,ORD-002136,PROD-0087,2025-12-26,Wrong size,68.55
RET-000710,ORD-016719,PROD-0028,03-10-2025,Product not as described,304.78
RET-000711,ORD-009441,PROD-0004,06/05/2025,Defective product,238.02
RET-000712,ORD-021206,PROD-0041,08-04-2025,Defective product,235.67
RET-000713,ORD-007021,PROD-0034,2025-06-30,Late delivery,437.77
RET-000714,ORD-009605,PROD-0156,19/03/2025,Changed mind,221.74
RET-000715,ORD-004344,PROD-0053,07/05/2025,Product not as described,12.11
RET-000716,ORD-012295,PROD-0060,08-20-2025,Product not as described,90.51
RET-000717,ORD-009220,PROD-0070,2025-12-28,Wrong size,622.94
RET-000718,ORD-007093,PROD-0068,22/09/2025,Product not as described,26.03
RET-000719,ORD-014294,PROD-0101,21/12/2025,Changed mind,285.45
RET-000720,ORD-015383,PROD-0148,07-18-2025,Wrong size,54.75
RET-000721,ORD-002326,PROD-0145,2025-12-05,Defective product,17.9
RET-000722,ORD-011727,PROD-0161,03-01-2025,Wrong size,273.84
RET-000723,ORD-003189,PROD-0050,19/07/2025,Damaged item,673.73
RET-000724,ORD-011747,PROD-0127,2025-11-24,Damaged item,748.07
RET-000725,ORD-010533,PROD-0142,29/12/2025,Defective product,310.49
RET-000726,ORD-008497,PROD-0054,02-20-2025,Product not as described,320.69
RET-000727,ORD-013781,PROD-0025,07-29-2025,Changed mind,217.6
RET-000728,ORD-011155,PROD-0123,15/04/2025,Defective product,540.52
RET-000729,ORD-014064,PROD-0099,12-21-2025,Defective product,191.15
RET-000730,ORD-023663,PROD-0145,04-04-2025,Late delivery,27.86
RET-000731,ORD-002794,PROD-0022,04-28-2025,Product not as described,159.11
RET-000732,ORD-000570,PROD-0091,03-02-2025,Damaged item,252.24
RET-000733,ORD-022021,PROD-0022,2025-08-22,Changed mind,1823.32
RET-000734,ORD-021186,PROD-0135,12/07/2025,Product not as described,184.98
RET-000735,ORD-003793,PROD-0063,04-27-2025,Changed mind,67.5
RET-000736,ORD-023538,PROD-0018,13/09/2025,Product not as described,403.78
RET-000737,ORD-001604,PROD-0115,10-17-2025,Changed mind,315.2
RET-000738,ORD-000478,PROD-0179,2025-09-09,Late delivery,174.61
RET-000739,ORD-018109,PROD-0006,2025-11-23,Defective product,386.72
RET-000740,ORD-022444,PROD-0030,2025-04-19,Changed mind,400.92
RET-000741,ORD-007133,PROD-0042,11/09/2025,Late delivery,19.93
RET-000742,ORD-022212,PROD-0096,05/02/2025,Late delivery,234.31
RET-000743,ORD-022201,PROD-0176,01-24-2025,Late delivery,911.89
RET-000744,ORD-021020,PROD-0136,2025-02-22,Late delivery,585.67
RET-000745,ORD-010689,PROD-0057,2025-11-10,Product not as described,1570.32
RET-000746,ORD-009963,PROD-0034,01-18-2025,Damaged item,995.58
RET-000747,ORD-007902,PROD-0132,16/04/2025,Defective product,139.64
RET-000748,ORD-004600,PROD-0093,26/12/2025,Damaged item,437.84
RET-000749,ORD-020668,PROD-0167,2025-05-22,Wrong size,87.24
RET-000750,ORD-011589,PROD-0130,05/09/2025,Damaged item,384.42
RET-000751,ORD-000363,PROD-0112,2025-02-09,Defective product,588.3
RET-000752,ORD-000361,PROD-0129,12/02/2025,Late delivery,519.46
RET-000753,ORD-009344,PROD-0089,15/09/2025,Product not as described,222.35
RET-000754,ORD-024121,PROD-0049,25/01/2026,Damaged item,560.34
RET-000755,ORD-008210,PROD-0090,2025-11-24,Damaged item,112.53
